cpus=4
          stress-2710  [002]  9231.160293599:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
 task_client_B.a-2618  [003]  9231.814581133: (+13259) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2713  [001]  9231.814947300: (+366167) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9231.814959485: (+12185) sched_switch:         stress:2713 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9231.815037078: (+77593) sched_switch:         kworker/1:0:2611 [120] D ==> stress:2713 [120]
          stress-2713  [001]  9231.815056818: (+19740) sched_wakeup:         kworker/1:0:2611 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9231.815060226: (+3408)  sched_switch:         stress:2713 [120] R ==> kworker/1:0:2611 [120]
     kworker/1:0-2611  [001]  9231.815084800: (+24574) sched_switch:         kworker/1:0:2611 [120] W ==> stress:2713 [120]
   task_server.a-2614  [003]  9231.815321985: (+237185) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.815341967: (+19982) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.815355392: (+13425) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.816067244: (+711852) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.816082689: (+15445) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.816095892: (+13203) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.816812892: (+717000) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.816828930: (+16038) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.816843689: (+14759) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.817557504: (+713815) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.817572911: (+15407) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.817586133: (+13222) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.818303078: (+716945) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.818318041: (+14963) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.818333485: (+15444) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2709  [000]  9231.818934411: (+600926) sched_switch:         stress:2709 [120] R ==> stress:2708 [120]
          stress-2712  [002]  9231.818935078: (+667)   sched_switch:         stress:2712 [120] R ==> stress:2715 [120]
          stress-2713  [001]  9231.818962578: (+27500) sched_wakeup:         stress:2716 [120]<CANT FIND FIELD success> CPU:001
          stress-2713  [001]  9231.818968967: (+6389)  sched_switch:         stress:2713 [120] R ==> stress:2716 [120]
          stress-2716  [001]  9231.818982355: (+13388) sched_wakeup:         stress:2714 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2614  [003]  9231.819066059: (+83704) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.819078096: (+12037) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.819089392: (+11296) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.819788374: (+698982) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.819798170: (+9796)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.819808004: (+9834)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.820504652: (+696648) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.820514541: (+9889)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.820524374: (+9833)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.821224670: (+700296) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.821234318: (+9648)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.821244189: (+9871)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.821942670: (+698481) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.821952559: (+9889)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.821962485: (+9926)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.822661596: (+699111) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.822671300: (+9704)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.822681133: (+9833)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.823386207: (+705074) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.823396541: (+10334) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.823406615: (+10074) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.824103429: (+696814) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.824113226: (+9797)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.824123041: (+9815)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.824823448: (+700407) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.824833263: (+9815)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.824843244: (+9981)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.825540559: (+697315) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.825550244: (+9685)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.825560152: (+9908)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.826261429: (+701277) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.826271226: (+9797)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.826281078: (+9852)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2715  [002]  9231.826913633: (+632555) sched_switch:         stress:2715 [120] R ==> stress:2710 [120]
          stress-2716  [001]  9231.826915874: (+2241)  sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2708  [000]  9231.826922504: (+6630)  sched_switch:         stress:2708 [120] R ==> stress:2709 [120]
   task_server.a-2614  [003]  9231.826985022: (+62518) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.826995744: (+10722) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.827005800: (+10056) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.827709837: (+704037) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.827723244: (+13407) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.827733929: (+10685) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.828441929: (+708000) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.828456078: (+14149) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.828467300: (+11222) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.829170189: (+702889) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.829181892: (+11703) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.829192541: (+10649) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.829900411: (+707870) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.829911985: (+11574) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.829922189: (+10204) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.830627707: (+705518) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.830639152: (+11445) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.830649466: (+10314) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.831370929: (+721463) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.831385022: (+14093) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.831396170: (+11148) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.832100559: (+704389) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.832112578: (+12019) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.832123152: (+10574) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.832830615: (+707463) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.832841948: (+11333) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.832852078: (+10130) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.833553448: (+701370) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.833564818: (+11370) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.833574966: (+10148) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.834277800: (+702834) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.834288411: (+10611) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.834298874: (+10463) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2710  [002]  9231.834921522: (+622648) sched_switch:         stress:2710 [120] R ==> stress:2712 [120]
          stress-2714  [001]  9231.834927504: (+5982)  sched_switch:         stress:2714 [120] R ==> stress:2716 [120]
          stress-2709  [000]  9231.834927781: (+277)   sched_switch:         stress:2709 [120] R ==> stress:2708 [120]
   task_server.a-2614  [003]  9231.835019041: (+91260) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.835032485: (+13444) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.835044744: (+12259) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.835767411: (+722667) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.835778985: (+11574) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.835790207: (+11222) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.836511355: (+721148) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.836522985: (+11630) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.836533411: (+10426) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.837241429: (+708018) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.837254466: (+13037) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.837265763: (+11297) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.837973189: (+707426) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.837986596: (+13407) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.837997411: (+10815) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.838707503: (+710092) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.838721059: (+13556) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.838732596: (+11537) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2712  [002]  9231.838959911: (+227315) sched_wakeup:         kworker/2:0:2671 [120]<CANT FIND FIELD success> CPU:002
          stress-2712  [002]  9231.838975892: (+15981) sched_switch:         stress:2712 [120] R ==> kworker/2:0:2671 [120]
     kworker/2:0-2671  [002]  9231.839009448: (+33556) sched_switch:         kworker/2:0:2671 [120] W ==> stress:2715 [120]
   task_server.a-2614  [003]  9231.839462078: (+452630) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.839475763: (+13685) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.839486966: (+11203) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.840188263: (+701297) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.840198355: (+10092) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.840208244: (+9889)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.840905226: (+696982) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.840915133: (+9907)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.840924929: (+9796)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.841624670: (+699741) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.841634337: (+9667)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.841644170: (+9833)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.842343281: (+699111) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.842352985: (+9704)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.842362855: (+9870)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2716  [001]  9231.842922059: (+559204) sched_switch:         stress:2716 [120] R ==> stress:2714 [120]
          stress-2708  [000]  9231.842922207: (+148)   sched_switch:         stress:2708 [120] R ==> stress:2707 [120]
   task_server.a-2614  [003]  9231.843066355: (+144148) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.843076374: (+10019) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.843086318: (+9944)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.843786855: (+700537) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.843796522: (+9667)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.843806411: (+9889)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.844505429: (+699018) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.844515041: (+9612)  sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.844524929: (+9888)  sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2715  [002]  9231.844656503: (+131574) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          stress-2715  [002]  9231.844660559: (+4056)  sched_switch:         stress:2715 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9231.844705318: (+44759) sched_switch:         ngrok:552 [120] S ==> stress:2710 [120]
   task_server.a-2614  [003]  9231.845253763: (+548445) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.845265707: (+11944) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.845275929: (+10222) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2710  [002]  9231.845289263: (+13334) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          stress-2710  [002]  9231.845296670: (+7407)  sched_switch:         stress:2710 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9231.845314948: (+18278) sched_switch:         ngrok:515 [120] S ==> stress:2710 [120]
          stress-2710  [002]  9231.845747726: (+432778) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          stress-2710  [002]  9231.845750892: (+3166)  sched_switch:         stress:2710 [120] R ==> ngrok:552 [120]
           ngrok-552   [002]  9231.845776133: (+25241) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9231.845800096: (+23963) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [002]  9231.845817485: (+17389) sched_switch:         ngrok:555 [120] S ==> stress:2712 [120]
   task_server.a-2614  [003]  9231.845976374: (+158889) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.845986837: (+10463) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.845997281: (+10444) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.846703448: (+706167) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.846717300: (+13852) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.846729448: (+12148) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.847458152: (+728704) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.847475670: (+17518) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.847487763: (+12093) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.848198263: (+710500) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.848213374: (+15111) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.848226226: (+12852) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.848932726: (+706500) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.848947059: (+14333) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.848958448: (+11389) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.849665781: (+707333) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.849680152: (+14371) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.849692096: (+11944) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.850394540: (+702444) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.850407466: (+12926) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.850418707: (+11241) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2707  [000]  9231.850934800: (+516093) sched_switch:         stress:2707 [120] R ==> stress:2709 [120]
          stress-2714  [001]  9231.850946503: (+11703) sched_switch:         stress:2714 [120] R ==> stress:2713 [120]
   task_server.a-2614  [003]  9231.851169689: (+223186) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.851191374: (+21685) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.851206244: (+14870) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.851940374: (+734130) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.851970800: (+30426) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.851990503: (+19703) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.852713207: (+722704) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.852732578: (+19371) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.852746596: (+14018) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.853485133: (+738537) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.853512837: (+27704) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.853531744: (+18907) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.854258152: (+726408) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.854278411: (+20259) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.854293837: (+15426) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2712  [002]  9231.855015485: (+721648) sched_switch:         stress:2712 [120] R ==> stress:2710 [120]
   task_server.a-2614  [003]  9231.855055800: (+40315) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.855076911: (+21111) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.855093966: (+17055) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
          stress-2710  [002]  9231.855379374: (+285408) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          stress-2710  [002]  9231.855385948: (+6574)  sched_switch:         stress:2710 [120] R ==> ngrok:515 [120]
           ngrok-515   [002]  9231.855423726: (+37778) sched_switch:         ngrok:515 [120] S ==> stress:2710 [120]
   task_server.a-2614  [003]  9231.855801559: (+377833) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.855814448: (+12889) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.855827503: (+13055) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.856533152: (+705649) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.856546022: (+12870) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.856557022: (+11000) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.857266300: (+709278) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
 task_client_A.a-2616  [003]  9231.857277837: (+11537) sched_switch:         task_client_A.a:2616 [0] R ==> task_client_B.a:2618 [0]
 task_client_B.a-2618  [003]  9231.857289133: (+11296) sched_switch:         task_client_B.a:2618 [0] R ==> task_server.a:2614 [0]
   task_server.a-2614  [003]  9231.857994707: (+705574) sched_switch:         task_server.a:2614 [0] R ==> task_client_A.a:2616 [0]
