cpus=4
       trace-cmd-3096  [002] 14509.398744093:          sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.418068241: (+3926)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.418115093: (+46852) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.433088204: (+14973111) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.433093834: (+5630)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14509.433119056: (+25222) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.441089093: (+7970037) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.441094537: (+5444)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14509.441103593: (+9056)  sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.467167611: (+26064018) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.467172982: (+5371)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.467194797: (+21815) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.468242334: (+1047537) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.468247389: (+5055)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.468286426: (+39037) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.468298778: (+12352) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.468303241: (+4463)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.468328741: (+25500) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.473090334: (+4761593) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.473100741: (+10407) sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002] 14509.473115537: (+14796) sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.517379482: (+44263945) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.517384852: (+5370)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.517411537: (+26685) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.518461037: (+1049500) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.518467630: (+6593)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.518518000: (+50370) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.525105889: (+6587889) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.525127778: (+21889) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14509.525153204: (+25426) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.566568833: (+41415629) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.566574111: (+5278)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.566601444: (+27333) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.567648926: (+1047482) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.567654074: (+5148)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.567695259: (+41185) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.567706852: (+11593) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.567711352: (+4500)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.567737704: (+26352) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.616787389: (+49049685) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.616792259: (+4870)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.616810426: (+18167) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.617859463: (+1049037) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.617864278: (+4815)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.617893074: (+28796) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.666947407: (+49054333) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.666955481: (+8074)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.666980833: (+25352) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.668028296: (+1047463) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.668033092: (+4796)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.668073981: (+40889) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.668086203: (+12222) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.668091666: (+5463)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.668117518: (+25852) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.717169259: (+49051741) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.717174703: (+5444)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.717192314: (+17611) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.718240073: (+1047759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.718244925: (+4852)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.718275759: (+30834) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.729141499: (+10865740) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.729161629: (+20130) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14509.729186629: (+25000) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.767332314: (+38145685) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.767339758: (+7444)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.767367833: (+28075) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.768415221: (+1047388) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.768420055: (+4834)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.768461388: (+41333) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.793509814: (+25048426) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.793514758: (+4944)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.793528944: (+14186) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.794577481: (+1048537) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.794582258: (+4777)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.794622388: (+40130) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.817762203: (+23139815) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.817766888: (+4685)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.817774943: (+8055)  sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.867924351: (+50149408) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.867928832: (+4481)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.867941499: (+12667) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.916997406: (+49055907) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.917005628: (+8222)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.917030943: (+25315) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.918077887: (+1046944) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.918082813: (+4926)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.918125684: (+42871) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.933179036: (+15053352) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.933195906: (+16870) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14509.933219054: (+23148) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.967177721: (+33958667) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.967182980: (+5259)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.967203424: (+20444) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.968250998: (+1047574) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.968255832: (+4834)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.968290017: (+34185) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.968304258: (+14241) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.968308665: (+4407)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14509.968334610: (+25945) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14509.985183295: (+16848685) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14509.985194239: (+10944) sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002] 14509.985211665: (+17426) sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.017392517: (+32180852) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.017400183: (+7666)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.017428109: (+27926) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.018474869: (+1046760) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.018479776: (+4907)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.018519683: (+39907) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.066569442: (+48049759) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.066575442: (+6000)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.066590905: (+15463) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.067639813: (+1048908) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.067644646: (+4833)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.067675980: (+31334) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.067689387: (+13407) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.067693887: (+4500)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.067720128: (+26241) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.116774090: (+49053962) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.116781090: (+7000)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.116799424: (+18334) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.117847627: (+1048203) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.117853813: (+6186)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.117883479: (+29666) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.133290294: (+15406815) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.133297164: (+6870)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14510.133312220: (+15056) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.137212979: (+3900759) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.137223553: (+10574) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14510.137242794: (+19241) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.166937238: (+29694444) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.166944183: (+6945)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.166971220: (+27037) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.168018720: (+1047500) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.168023757: (+5037)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.168064905: (+41148) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.168084572: (+19667) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.168088998: (+4426)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.168114627: (+25629) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.217165294: (+49050667) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.217170423: (+5129)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.217187479: (+17056) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.218236016: (+1048537) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.218240775: (+4759)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.218271442: (+30667) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.241230016: (+22958574) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.241242812: (+12796) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14510.241261386: (+18574) sched_switch:         kworker/2:2:2856 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.241268886: (+7500)  sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.241273757: (+4871)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14510.241284071: (+10314) sched_switch:         kworker/2:2:2856 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.241290479: (+6408)  sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.241294812: (+4333)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14510.241307423: (+12611) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.267329238: (+26021815) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.267336664: (+7426)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.267364145: (+27481) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.268411479: (+1047334) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.268416442: (+4963)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.268459942: (+43500) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.268478312: (+18370) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.268482553: (+4241)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.268507886: (+25333) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.304563645: (+36055759) sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.304569016: (+5371)  sched_switch:         swapper/2:0 [120] R ==> avahi-daemon:382 [120]
    avahi-daemon-382   [002] 14510.304676960: (+107944) sched_switch:         avahi-daemon:382 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.317564090: (+12887130) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.317569349: (+5259)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.317610590: (+41241) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.341252182: (+23641592) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.341270553: (+18371) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14510.341294534: (+23981) sched_switch:         kworker/2:2:2856 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.366663941: (+25369407) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.366669108: (+5167)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.366685182: (+16074) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.367733886: (+1048704) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.367738793: (+4907)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.367768515: (+29722) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.367776960: (+8445)  sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.367781423: (+4463)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.367804127: (+22704) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.416858237: (+49054110) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.416865163: (+6926)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.416889367: (+24204) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.417937145: (+1047778) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.417941904: (+4759)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.417983904: (+42000) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.467034200: (+49050296) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.467039941: (+5741)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.467056774: (+16833) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.468105311: (+1048537) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.468111219: (+5908)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.468139108: (+27889) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.468153200: (+14092) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.468157571: (+4371)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.468183126: (+25555) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.497279774: (+29096648) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.497295182: (+15408) sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002] 14510.497314033: (+18851) sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.517244367: (+19930334) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.517251367: (+7000)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.517292941: (+41574) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.518340052: (+1047111) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.518345385: (+5333)  sched_switch:         swapper/2:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [002] 14510.518387033: (+41648) sched_switch:         ngrok:552 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.530925941: (+12538908) sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.530931293: (+5352)  sched_switch:         swapper/2:0 [120] R ==> avahi-daemon:382 [120]
    avahi-daemon-382   [002] 14510.531033385: (+102092) sched_switch:         avahi-daemon:382 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.541070607: (+10037222) sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.541075774: (+5167)  sched_switch:         swapper/2:0 [120] R ==> avahi-daemon:382 [120]
    avahi-daemon-382   [002] 14510.541129830: (+54056) sched_switch:         avahi-daemon:382 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14510.545288885: (+4159055) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14510.545305941: (+17056) sched_switch:         swapper/2:0 [120] R ==> kworker/2:2:2856 [120]
