cpus=4
       trace-cmd-2527  [001]  9142.036599624:          sched_wakeup:         kworker/u8:1:2244 [120]<CANT FIND FIELD success> CPU:001
    kworker/u9:3-569   [001]  9142.040473402: (+7704)  sched_switch:         kworker/u9:3:569 [100] W ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.050955790: (+10482388) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.050963735: (+7945)  sched_switch:         swapper/1:0 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001]  9142.050977050: (+13315) sched_switch:         rcu_preempt:13 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.053012031: (+2034981) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.053016105: (+4074)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.053056790: (+40685) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.054101642: (+1044852) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.054105587: (+3945)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.054151124: (+45537) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.062954439: (+8803315) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.062958920: (+4481)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9142.062981605: (+22685) sched_switch:         kworker/1:2:2218 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.070956587: (+7974982) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.070965494: (+8907)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9142.070977605: (+12111) sched_switch:         kworker/1:2:2218 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.103198383: (+32220778) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.103204087: (+5704)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.103227198: (+23111) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.104274735: (+1047537) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.104279920: (+5185)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.104310012: (+30092) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.104323420: (+13408) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.104327957: (+4537)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.104353401: (+25444) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.152403309: (+48049908) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.152409327: (+6018)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.152425142: (+15815) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.153473697: (+1048555) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.153478697: (+5000)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.153505938: (+27241) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.158953086: (+5447148) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.158958234: (+5148)  sched_wakeup:         kworker/u8:1:2244 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.158969309: (+11075) sched_switch:         swapper/1:0 [120] R ==> kworker/u8:1:2244 [120]
    kworker/u8:1-2244  [001]  9142.159004383: (+35074) sched_switch:         kworker/u8:1:2244 [120] W ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9142.159039253: (+34870) sched_switch:         kworker/1:2:2218 [120] D ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.159048957: (+9704)  sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.159053420: (+4463)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9142.159064753: (+11333) sched_switch:         kworker/1:2:2218 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.202556382: (+43491629) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.202562457: (+6075)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.202593308: (+30851) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.203639660: (+1046352) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.203644716: (+5056)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.203687290: (+42574) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.203699438: (+12148) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.203704123: (+4685)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.203729697: (+25574) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.252780290: (+49050593) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.252787049: (+6759)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.252805734: (+18685) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.253852067: (+1046333) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.253857179: (+5112)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.253885716: (+28537) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.302943845: (+49058129) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.302952271: (+8426)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.302978493: (+26222) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.304025604: (+1047111) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.304030604: (+5000)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.304069567: (+38963) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.304079197: (+9630)  sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.304083678: (+4481)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.304108586: (+24908) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.353159641: (+49051055) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.353165512: (+5871)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.353183789: (+18277) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.354231808: (+1048019) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.354236660: (+4852)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.354265826: (+29166) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.402315697: (+48049871) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.402321382: (+5685)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.402338011: (+16629) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.403385734: (+1047723) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.403390585: (+4851)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.403417141: (+26556) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.403427474: (+10333) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.403431974: (+4500)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.403454567: (+22593) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.452511030: (+49056463) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.452518807: (+7777)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.452544696: (+25889) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.453591826: (+1047130) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.453596789: (+4963)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.453637752: (+40963) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.502689067: (+49051315) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.502694881: (+5814)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.502713270: (+18389) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.503761048: (+1047778) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.503765900: (+4852)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.503793363: (+27463) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.503804085: (+10722) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.503808567: (+4482)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.503835215: (+26648) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.552892640: (+49057425) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.552900881: (+8241)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.552925714: (+24833) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.553973381: (+1047667) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.553978196: (+4815)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.554017251: (+39055) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.603067214: (+49049963) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.603073048: (+5834)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.603090511: (+17463) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.604138733: (+1048222) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.604143436: (+4703)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.604170381: (+26945) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.604181455: (+11074) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.604186029: (+4574)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.604211455: (+25426) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.653264621: (+49053166) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.653270233: (+5612)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.653297696: (+27463) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.702353084: (+49055388) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.702361492: (+8408)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.702388936: (+27444) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.703435640: (+1046704) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.703440399: (+4759)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.703479677: (+39278) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.703489177: (+9500)  sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.703493695: (+4518)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.703518825: (+25130) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.752568325: (+49049500) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.752573362: (+5037)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.752589843: (+16481) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9142.753639473: (+1049630) sched_wakeup:         ngrok:518 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9142.753644547: (+5074)  sched_switch:         swapper/1:0 [120] R ==> ngrok:518 [120]
           ngrok-518   [001]  9142.753796917: (+152370) sched_switch:         ngrok:518 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001]  9143.182918842: (+429121925) sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9143.182939101: (+20259) sched_switch:         swapper/1:0 [120] R ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9143.182976564: (+37463) sched_wakeup:         kworker/1:1:2221 [120]<CANT FIND FIELD success> CPU:001
     kworker/1:2-2218  [001]  9143.182980805: (+4241)  sched_switch:         kworker/1:2:2218 [120] D ==> kworker/1:1:2221 [120]
     kworker/1:1-2221  [001]  9143.182989675: (+8870)  sched_wakeup:         kworker/1:2:2218 [120]<CANT FIND FIELD success> CPU:001
     kworker/1:1-2221  [001]  9143.182995231: (+5556)  sched_switch:         kworker/1:1:2221 [120] W ==> kworker/1:2:2218 [120]
     kworker/1:2-2218  [001]  9143.183010268: (+15037) sched_switch:         kworker/1:2:2218 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001]  9143.207646101: (+24635833) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001]  9143.207651268: (+5167)  sched_switch:         swapper/1:0 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [001]  9143.207690268: (+39000) sched_switch:         kworker/u9:3:569 [100] R ==> ngrok:517 [120]
           ngrok-517   [001]  9143.207694342: (+4074)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:001
           ngrok-517   [001]  9143.207697768: (+3426)  sched_switch:         ngrok:517 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [001]  9143.207707619: (+9851)  sched_switch:         kworker/u9:3:569 [100] D ==> ngrok:517 [120]
