cpus=4
          stress-3540  [000] 14846.206854679:          sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.441216919: (+13068130) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.441222641: (+5722)  sched_switch:         stress:3534 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14846.441243993: (+21352) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.441272363: (+28370) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.441310974: (+38611) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14846.441326252: (+15278) sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3534 [120]
          stress-3534  [000] 14846.454457678: (+13131426) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.454475863: (+18185) sched_switch:         stress:3534 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14846.454532289: (+56426) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.454563715: (+31426) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.454623363: (+59648) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14846.454673585: (+50222) sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3534 [120]
          stress-3534  [000] 14846.467731048: (+13057463) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.467736511: (+5463)  sched_switch:         stress:3534 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14846.467761974: (+25463) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.467781715: (+19741) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.467826844: (+45129) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14846.467845418: (+18574) sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3534 [120]
          stress-3534  [000] 14846.480973307: (+13127889) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.480985252: (+11945) sched_switch:         stress:3534 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14846.481035270: (+50018) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.481089400: (+54130) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.481187344: (+97944) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14846.481228233: (+40889) sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3534 [120]
          stress-3534  [000] 14846.494257529: (+13029296) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.494264159: (+6630)  sched_switch:         stress:3534 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14846.494293881: (+29722) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.494320289: (+26408) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.494377974: (+57685) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14846.494399270: (+21296) sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3534 [120]
          stress-3534  [000] 14846.507514918: (+13115648) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3534  [000] 14846.507528770: (+13852) sched_switch:         stress:3534 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14846.507570826: (+42056) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.507591492: (+20666) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14846.507637900: (+46408) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14846.507655326: (+17426) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14846.507670066: (+14740) sched_switch:         ksoftirqd/0:12 [120] S ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [000] 14846.513067955: (+5397889) sched_switch:         kworker/u8:2:2863 [120] W ==> stress:3534 [120]
          stress-3534  [000] 14846.520768715: (+7700760) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
