cpus=4
       trace-cmd-2665  [002]  9208.304713575:          sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
     kworker/2:1-2180  [002]  9208.335157556: (+24130) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.539120389: (+203962833) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.539130166: (+9777)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9208.539141092: (+10926) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.615091166: (+75950074) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.615099537: (+8371)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9208.615113796: (+14259) sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.743080129: (+127966333) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.743089740: (+9611)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9208.743100073: (+10333) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.871061795: (+127961722) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.871069461: (+7666)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9208.871081128: (+11667) sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.871089813: (+8685)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.871094313: (+4500)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9208.871103758: (+9445)  sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.871110313: (+6555)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.871114665: (+4352)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9208.871123628: (+8963)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9208.947043128: (+75919500) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9208.947052554: (+9426)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9208.947062146: (+9592)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.127032127: (+179969981) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.127040405: (+8278)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9209.127049572: (+9167)  sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.151006534: (+23956962) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.151015294: (+8760)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.151024109: (+8815)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.355002960: (+203978851) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.355012034: (+9074)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.355020293: (+8259)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.415030719: (+60010426) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.415035200: (+4481)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.415043533: (+8333)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.478973718: (+63930185) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.478978163: (+4445)  sched_switch:         swapper/2:0 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9209.479007422: (+29259) sched_switch:         kworker/u8:2:2035 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.558956366: (+79948944) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.558969959: (+13593) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.558980607: (+10648) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.638944681: (+79964074) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.638953440: (+8759)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9209.638962570: (+9130)  sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.762933014: (+123970444) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.762942032: (+9018)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.762953273: (+11241) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.894915939: (+131962666) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.894924384: (+8445)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.894934828: (+10444) sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.894945198: (+10370) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.894950587: (+5389)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.894960180: (+9593)  sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.894966680: (+6500)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.894970939: (+4259)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.894979995: (+9056)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9209.966887531: (+71907536) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9209.966896031: (+8500)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9209.966909272: (+13241) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.150886586: (+183977314) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.150894771: (+8185)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9210.150904790: (+10019) sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.170859642: (+19954852) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.170868345: (+8703)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.170876957: (+8612)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.374857382: (+203980425) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.374866456: (+9074)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.374875530: (+9074)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.578828196: (+203952666) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.578836862: (+8666)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.578846770: (+9908)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.662798251: (+83951481) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.662805918: (+7667)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9210.662814455: (+8537)  sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.782786973: (+119972518) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.782796158: (+9185)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.782806213: (+10055) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.918768713: (+135962500) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.918775898: (+7185)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.918786324: (+10426) sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.918794213: (+7889)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.918798528: (+4315)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.918807768: (+9240)  sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.918814268: (+6500)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.918818435: (+4167)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.918827491: (+9056)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9210.986749527: (+67922036) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9210.986760435: (+10908) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9210.986772750: (+12315) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.174744119: (+187971369) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.174753193: (+9074)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9211.174764193: (+11000) sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.190714860: (+15950667) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.190724434: (+9574)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.190740545: (+16111) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.394712211: (+203971666) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.394721304: (+9093)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.394730119: (+8815)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.598682562: (+203952443) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.598688284: (+5722)  sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.598695933: (+7649)  sched_switch:         swapper/2:0 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9211.598716081: (+20148) sched_switch:         kworker/u8:2:2035 [120] W ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.598727507: (+11426) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.686652340: (+87924833) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.686660210: (+7870)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9211.686669729: (+9519)  sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.802641117: (+115971388) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.802649950: (+8833)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.802659617: (+9667)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.942622968: (+139963351) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.942637339: (+14371) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.942642079: (+4740)  sched_switch:         swapper/2:0 [120] R ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9211.942655839: (+13760) sched_switch:         ksoftirqd/2:23 [120] S ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.942667709: (+11870) sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.942675135: (+7426)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.942679135: (+4000)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.942688320: (+9185)  sched_switch:         kworker/2:1:2180 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.942695098: (+6778)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.942699376: (+4278)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9211.942709357: (+9981)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9211.959639987: (+16930630) sched_wakeup:         thd:411 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9211.959645616: (+5629)  sched_switch:         swapper/2:0 [120] R ==> thd:411 [120]
             thd-411   [002]  9211.959679542: (+33926) sched_switch:         thd:411 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.006601209: (+46921667) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.006610357: (+9148)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9212.006620635: (+10278) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.198593708: (+191973073) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.198601764: (+8056)  sched_switch:         swapper/2:0 [120] R ==> kcompactd0:43 [120]
      kcompactd0-43    [002]  9212.198611060: (+9296)  sched_switch:         kcompactd0:43 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.210566282: (+11955222) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.210574986: (+8704)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9212.210584078: (+9092)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.262666523: (+52082445) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.262671337: (+4814)  sched_switch:         swapper/2:0 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9212.262815726: (+144389) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
    kworker/u8:2-2035  [002]  9212.262820467: (+4741)  sched_switch:         kworker/u8:2:2035 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.262876060: (+55593) sched_switch:         kworker/2:1H:96 [100] D ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9212.262890504: (+14444) sched_switch:         kworker/u8:2:2035 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.268229874: (+5339370) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.268234671: (+4797)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.268248152: (+13481) sched_switch:         kworker/2:1H:96 [100] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.268252411: (+4259)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.268255411: (+3000)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.268267097: (+11686) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9212.268276615: (+9518)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9212.268300560: (+23945) sched_switch:         ksoftirqd/2:23 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.273665949: (+5365389) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.273670597: (+4648)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.273681282: (+10685) sched_switch:         kworker/2:1H:96 [100] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.273687874: (+6592)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.273692078: (+4204)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.273701800: (+9722)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9212.273710541: (+8741)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9212.273722782: (+12241) sched_switch:         ksoftirqd/2:23 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.275807911: (+2085129) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.275812356: (+4445)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.275822893: (+10537) sched_switch:         kworker/2:1H:96 [100] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.275828023: (+5130)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.275832486: (+4463)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.275841337: (+8851)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9212.275849689: (+8352)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9212.275861374: (+11685) sched_switch:         ksoftirqd/2:23 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.277894023: (+2032649) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.277898393: (+4370)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.277908634: (+10241) sched_switch:         kworker/2:1H:96 [100] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.277915226: (+6592)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.277919411: (+4185)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.277928819: (+9408)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9212.277937300: (+8481)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9212.277948819: (+11519) sched_switch:         ksoftirqd/2:23 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.279960986: (+2012167) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.279965374: (+4388)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.279975726: (+10352) sched_switch:         kworker/2:1H:96 [100] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.279982134: (+6408)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.279986374: (+4240)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.279995708: (+9334)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9212.280004171: (+8463)  sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9212.280016004: (+11833) sched_switch:         ksoftirqd/2:23 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.285380893: (+5364889) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.285385356: (+4463)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.285395615: (+10259) sched_switch:         kworker/2:1H:96 [100] D ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.285401985: (+6370)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.285406226: (+4241)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002]  9212.285415411: (+9185)  sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002]  9212.285420930: (+5519)  sched_switch:         kworker/2:1H:96 [100] W ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002]  9212.285432467: (+11537) sched_switch:         ksoftirqd/2:23 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.414556411: (+129123944) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.414571152: (+14741) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9212.414585300: (+14148) sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.466536874: (+51951574) sched_wakeup:         kworker/u8:2:2035 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.466544651: (+7777)  sched_switch:         swapper/2:0 [120] R ==> kworker/u8:2:2035 [120]
    kworker/u8:2-2035  [002]  9212.466551818: (+7167)  sched_switch:         kworker/u8:2:2035 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.618527484: (+151975666) sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002]  9212.618536410: (+8926)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9212.618545781: (+9371)  sched_switch:         kworker/2:1:2180 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002]  9212.710506243: (+91960462) sched_wakeup:         kcompactd0:43 [120]<CANT FIND FIELD success> CPU:002
