cpus=4
       trace-cmd-3493  [002] 14812.272460290:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.314868864: (+7973352) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.314876975: (+8111)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.314886789: (+9814)  sched_switch:         kworker/2:1:3243 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.319240308: (+4353519) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.319246252: (+5944)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.319260919: (+14667) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.329310826: (+10049907) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.329315882: (+5056)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.329325160: (+9278)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.354875197: (+25550037) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.354883845: (+8648)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.354897975: (+14130) sched_switch:         kworker/2:1:3243 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.354905123: (+7148)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.354909493: (+4370)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.354919123: (+9630)  sched_switch:         kworker/2:1:3243 [120] D ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.354925475: (+6352)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.354929863: (+4388)  sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.354939252: (+9389)  sched_switch:         kworker/2:1:3243 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.369238697: (+14299445) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.369243734: (+5037)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.369254326: (+10592) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.379304530: (+10050204) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.379309215: (+4685)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.379317252: (+8037)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.391372826: (+12055574) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.391377308: (+4482)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14812.394904826: (+3527518) sched_wakeup:         wpa_supplicant:419 [120]<CANT FIND FIELD success> CPU:002
       trace-cmd-3498  [002] 14812.394918826: (+14000) sched_switch:         trace-cmd:3498 [120] R ==> wpa_supplicant:419 [120]
  wpa_supplicant-419   [002] 14812.394964808: (+45982) sched_switch:         wpa_supplicant:419 [120] S ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14812.395644641: (+679833) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.419242085: (+23597444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.419248771: (+6686)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.419268863: (+20092) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.429317733: (+10048870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.429322808: (+5075)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.429332604: (+9796)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.469243900: (+39911296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.469249159: (+5259)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.469257659: (+8500)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.479308381: (+10050722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.479313511: (+5130)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.479321456: (+7945)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.510888696: (+31567240) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.510902622: (+13926) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.510932455: (+29833) sched_switch:         kworker/2:1:3243 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.514280974: (+3348519) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.514285881: (+4907)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14812.518438696: (+4152815) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.519252400: (+813704) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.519259696: (+7296)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.519280307: (+20611) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.529329678: (+10049371) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.529334641: (+4963)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.529343974: (+9333)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.569249381: (+39905407) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.569254103: (+4722)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.569262400: (+8297)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.579312955: (+10050555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.579317714: (+4759)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.579325418: (+7704)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.619252436: (+39927018) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.619257140: (+4704)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.619265585: (+8445)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.629316103: (+10050518) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.629320899: (+4796)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.629328733: (+7834)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.636537696: (+7208963) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.636542214: (+4518)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14812.640783159: (+4240945) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.669258436: (+28475277) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.669265233: (+6797)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.669286418: (+21185) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.679335770: (+10049352) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.679340788: (+5018)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.679349899: (+9111)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.714907788: (+35557889) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.714928344: (+20556) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.714956158: (+27814) sched_switch:         kworker/2:1:3243 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.719262121: (+4305963) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.719267362: (+5241)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.719277047: (+9685)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.729327418: (+10050371) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.729332121: (+4703)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.729340010: (+7889)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.759430473: (+30090463) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.759435232: (+4759)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14812.763655454: (+4220222) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.769266158: (+5610704) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.769271917: (+5759)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.769292714: (+20797) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.779341584: (+10048870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.779346306: (+4722)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.779355788: (+9482)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.819266269: (+39910481) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.819270899: (+4630)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.819279362: (+8463)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.829329750: (+10050388) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.829334269: (+4519)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.829342065: (+7796)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.860951491: (+31609426) sched_wakeup:         wpa_supplicant:528 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.860956639: (+5148)  sched_switch:         swapper/2:0 [120] R ==> wpa_supplicant:528 [120]
  wpa_supplicant-528   [002] 14812.861045787: (+89148) sched_switch:         wpa_supplicant:528 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.869271269: (+8225482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.869277547: (+6278)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.869289806: (+12259) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.869489639: (+199833) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.869494343: (+4704)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14812.869509361: (+15018) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.879339935: (+9830574) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.879344861: (+4926)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.879354510: (+9649)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.882293491: (+2938981) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.882297973: (+4482)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14812.886511676: (+4213703) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.918918843: (+32407167) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.918937583: (+18740) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14812.918963361: (+25778) sched_switch:         kworker/2:1:3243 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.919276083: (+312722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.919282991: (+6908)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.919305195: (+22204) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.919579472: (+274277) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.919584028: (+4556)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14812.919622991: (+38963) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.929354732: (+9731741) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.929359639: (+4907)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.929369991: (+10352) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.969276417: (+39906426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.969281176: (+4759)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.969289694: (+8518)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.969788768: (+499074) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.969792843: (+4075)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14812.969812583: (+19740) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14812.979340546: (+9527963) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14812.979345509: (+4963)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14812.979355380: (+9871)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.005161787: (+25806407) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.005166157: (+4370)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14813.009399768: (+4233611) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.019284065: (+9884297) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.019290805: (+6740)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.019310102: (+19297) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.020030194: (+720092) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.020034935: (+4741)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14813.020066639: (+31704) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.029359528: (+9292889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.029364509: (+4981)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.029375176: (+10667) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.069282713: (+39907537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.069287435: (+4722)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.069295490: (+8055)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.070230416: (+934926) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.070234546: (+4130)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14813.070254916: (+20370) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.079346583: (+9091667) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.079351342: (+4759)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.079360990: (+9648)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.119285398: (+39924408) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.119290083: (+4685)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.119298286: (+8203)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.119417490: (+119204) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.119420860: (+3370)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14813.119440305: (+19445) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.122927823: (+3487518) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.122941435: (+13612) sched_switch:         swapper/2:0 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14813.122966935: (+25500) sched_switch:         kworker/2:1:3243 [120] W ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.128072157: (+5105222) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.128076564: (+4407)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14813.129356916: (+1280352) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
       trace-cmd-3498  [002] 14813.129365953: (+9037)  sched_switch:         trace-cmd:3498 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.129385546: (+19593) sched_switch:         ngrok:515 [120] S ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14813.132349935: (+2964389) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.169293897: (+36943962) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.169300471: (+6574)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.169319934: (+19463) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.169628490: (+308556) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.169633342: (+4852)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14813.169665934: (+32592) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.179369231: (+9703297) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.179374268: (+5037)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.179384731: (+10463) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.219292453: (+39907722) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.219297323: (+4870)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.219305601: (+8278)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.219829286: (+523685) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.219833434: (+4148)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14813.219854193: (+20759) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.229356545: (+9502352) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.229362267: (+5722)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.229371990: (+9723)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.250946564: (+21574574) sched_wakeup:         trace-cmd:3498 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.250950990: (+4426)  sched_switch:         swapper/2:0 [120] R ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14813.254967564: (+4016574) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
       trace-cmd-3498  [002] 14813.254986527: (+18963) sched_switch:         trace-cmd:3498 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14813.255025508: (+38981) sched_switch:         kworker/u8:1:2871 [120] W ==> trace-cmd:3498 [120]
       trace-cmd-3498  [002] 14813.255248193: (+222685) sched_switch:         trace-cmd:3498 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.269298527: (+14050334) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.269304767: (+6240)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.269324990: (+20223) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.270033656: (+708666) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.270038138: (+4482)  sched_switch:         swapper/2:0 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14813.270068323: (+30185) sched_switch:         ngrok:555 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.279374860: (+9306537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.279379823: (+4963)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.279390527: (+10704) sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
          <idle>-0     [002] 14813.319299415: (+39908888) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:002
          <idle>-0     [002] 14813.319304378: (+4963)  sched_switch:         swapper/2:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [002] 14813.319314304: (+9926)  sched_switch:         ngrok:515 [120] S ==> swapper/2:0 [120]
