cpus=4
       trace-cmd-3631  [001] 14880.765466528:          sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14880.884349621: (+9270241) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14880.884355269: (+5648)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14880.884365102: (+9833)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14880.924285861: (+39920759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14880.924290806: (+4945)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14880.924299065: (+8259)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14880.934350954: (+10051889) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14880.934355843: (+4889)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14880.934363268: (+7425)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14880.974289287: (+39926019) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14880.974294194: (+4907)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14880.974301120: (+6926)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14880.984351898: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14880.984356861: (+4963)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14880.984364139: (+7278)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.024293287: (+39929148) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.024298194: (+4907)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.024305453: (+7259)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.034356064: (+10050611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.034360824: (+4760)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.034368231: (+7407)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.074297249: (+39929018) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.074301990: (+4741)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.074308879: (+6889)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.084359509: (+10050630) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.084364435: (+4926)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.084371657: (+7222)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.124301083: (+39929426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.124305842: (+4759)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.124312768: (+6926)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.134363471: (+10050703) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.134368212: (+4741)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.134375286: (+7074)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.174305082: (+39929796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.174309749: (+4667)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.174316564: (+6815)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.184367249: (+10050685) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.184372119: (+4870)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.184379305: (+7186)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.224309045: (+39929740) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.224313730: (+4685)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.224320545: (+6815)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.234371360: (+10050815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.234376138: (+4778)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.234383249: (+7111)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.255954989: (+21571740) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.255970749: (+15760) sched_switch:         swapper/1:0 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14881.255981712: (+10963) sched_switch:         kworker/1:1H:91 [100] W ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.274315193: (+18333481) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.274320193: (+5000)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.274327823: (+7630)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.284378489: (+10050666) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.284383360: (+4871)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.284391045: (+7685)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.324317545: (+39926500) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.324322304: (+4759)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.324330248: (+7944)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.334381026: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.334385748: (+4722)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.334393156: (+7408)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.374321100: (+39927944) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.374325970: (+4870)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.374332878: (+6908)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.384383656: (+10050778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.384388415: (+4759)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.384395859: (+7444)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.424326359: (+39930500) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.424331359: (+5000)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.424338841: (+7482)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.434389452: (+10050611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.434394267: (+4815)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.434401433: (+7166)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.474328915: (+39927482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.474333618: (+4703)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.474340396: (+6778)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.484391155: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.484396044: (+4889)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.484403452: (+7408)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.524332803: (+39929351) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.524337488: (+4685)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.524344303: (+6815)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.534395062: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.534400025: (+4963)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.534407229: (+7204)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.540732655: (+6325426) sched_wakeup:         trace-cmd:3636 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.540737155: (+4500)  sched_switch:         swapper/1:0 [120] R ==> trace-cmd:3636 [120]
       trace-cmd-3636  [001] 14881.544730118: (+3992963) sched_switch:         trace-cmd:3636 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.574339877: (+29609759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.574346748: (+6871)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.574366285: (+19537) sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.584416247: (+10049962) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.584421247: (+5000)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.584430173: (+8926)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.624342136: (+39911963) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.624347229: (+5093)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.624354173: (+6944)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.634404932: (+10050759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.634409729: (+4797)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.634417192: (+7463)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.674345025: (+39927833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.674349766: (+4741)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.674356617: (+6851)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.684407266: (+10050649) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.684412117: (+4851)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.684419377: (+7260)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.724348988: (+39929611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.724353877: (+4889)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.724360877: (+7000)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.734411469: (+10050592) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.734416191: (+4722)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.734423488: (+7297)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.767994506: (+33571018) sched_wakeup:         kworker/1:0:3465 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.768004043: (+9537)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:0:3465 [120]
     kworker/1:0-3465  [001] 14881.768038413: (+34370) sched_switch:         kworker/1:0:3465 [120] D ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.768051450: (+13037) sched_wakeup:         kworker/1:0:3465 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.768055784: (+4334)  sched_switch:         swapper/1:0 [120] R ==> kworker/1:0:3465 [120]
     kworker/1:0-3465  [001] 14881.768069673: (+13889) sched_switch:         kworker/1:0:3465 [120] W ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.774355784: (+6286111) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.774360932: (+5148)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.774369191: (+8259)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.784419710: (+10050519) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.784424506: (+4796)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.784432413: (+7907)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.824357210: (+39924797) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.824361969: (+4759)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.824368876: (+6907)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.834419524: (+10050648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.834424228: (+4704)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.834431506: (+7278)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.874360820: (+39929314) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.874365635: (+4815)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.874372320: (+6685)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.875111061: (+738741) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.875115413: (+4352)  sched_switch:         swapper/1:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [001] 14881.875136543: (+21130) sched_switch:         ngrok:552 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.884425135: (+9288592) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.884430024: (+4889)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.884439098: (+9074)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.924186394: (+39747296) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.924191024: (+4630)  sched_switch:         swapper/1:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [001] 14881.924205431: (+14407) sched_switch:         ngrok:552 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.924368283: (+162852) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.924372709: (+4426)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.924381302: (+8593)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.925253968: (+872666) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.925258468: (+4500)  sched_switch:         swapper/1:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [001] 14881.925282209: (+23741) sched_switch:         ngrok:552 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.925290950: (+8741)  sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.925295265: (+4315)  sched_switch:         swapper/1:0 [120] R ==> ngrok:552 [120]
           ngrok-552   [001] 14881.925316468: (+21203) sched_switch:         ngrok:552 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.934433228: (+9116760) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.934438135: (+4907)  sched_switch:         swapper/1:0 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14881.934447228: (+9093)  sched_switch:         ngrok:515 [120] S ==> swapper/1:0 [120]
          <idle>-0     [001] 14881.960013487: (+25566259) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:001
          <idle>-0     [001] 14881.960018728: (+5241)  sched_switch:         swapper/1:0 [120] R ==> brcmf_wdog/mmc1:237 [120]
