cpus=4
          stress-3672  [000] 14905.259367602:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.369134523: (+7999389) sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.377154449: (+8019926) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.385134986: (+7980537) sched_switch:         stress:3680 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.393133894: (+7998908) sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.401154616: (+8020722) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.409134542: (+7979926) sched_switch:         stress:3680 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.417135190: (+8000648) sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.425146486: (+8011296) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.433134060: (+7987574) sched_switch:         stress:3680 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.441142393: (+8008333) sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.449135671: (+7993278) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.457133004: (+7997333) sched_switch:         stress:3680 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.465142041: (+8009037) sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.465225319: (+83278) sched_switch:         stress:3673 [120] D ==> stress:3680 [120]
          stress-3680  [000] 14906.473138893: (+7913574) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3680  [000] 14906.473163615: (+24722) sched_switch:         stress:3680 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.473196634: (+33019) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3672 [120]
          stress-3672  [000] 14906.475558967: (+2362333) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.475561801: (+2834)  sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.481134782: (+5572981) sched_switch:         stress:3673 [120] R ==> stress:3676 [120]
          stress-3676  [000] 14906.481150782: (+16000) sched_switch:         stress:3676 [120] D ==> stress:3673 [120]
          stress-3673  [000] 14906.489151652: (+8000870) sched_switch:         stress:3673 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.493167727: (+4016075) sched_wakeup:         stress:3676 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.493171467: (+3740)  sched_switch:         stress:3672 [120] R ==> stress:3676 [120]
          stress-3676  [000] 14906.501134078: (+7962611) sched_switch:         stress:3676 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.509131745: (+7997667) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.517140819: (+8009074) sched_switch:         stress:3680 [120] R ==> stress:3676 [120]
          stress-3676  [000] 14906.525133393: (+7992574) sched_switch:         stress:3676 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.533162282: (+8028889) sched_switch:         stress:3673 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.541137226: (+7974944) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.549135393: (+7998167) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.557132782: (+7997389) sched_switch:         stress:3673 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.565130171: (+7997389) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.573138078: (+8007907) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.581132226: (+7994148) sched_switch:         stress:3673 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.589134430: (+8002204) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.597136356: (+8001926) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.605133282: (+7996926) sched_switch:         stress:3673 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.613130800: (+7997518) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.621138393: (+8007593) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.621198837: (+60444) sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.626047467: (+4848630) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.626050856: (+3389)  sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.633131041: (+7080185) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.641138041: (+8007000) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.641223559: (+85518) sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.649162319: (+7938760) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.649165763: (+3444)  sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.657151152: (+7985389) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.665127930: (+7976778) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.673141596: (+8013666) sched_switch:         stress:3673 [120] R ==> stress:3672 [120]
          stress-3672  [000] 14906.681132448: (+7990852) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.689134300: (+8001852) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.689160541: (+26241) sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.701131596: (+11971055) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.701175207: (+43611) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3680  [000] 14906.701177763: (+2556)  sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.709129503: (+7951740) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.717152133: (+8022630) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.717161855: (+9722)  sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.729133652: (+11971797) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.733162503: (+4028851) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3680  [000] 14906.733165485: (+2982)  sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.745141744: (+11976259) sched_switch:         stress:3673 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.753127300: (+7985556) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.761151207: (+8023907) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          stress-3673  [000] 14906.761157226: (+6019)  sched_switch:         stress:3673 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14906.761191263: (+34037) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14906.761225429: (+34166) sched_switch:         kworker/0:0:2872 [120] W ==> stress:3672 [120]
          stress-3672  [000] 14906.769126577: (+7901148) sched_switch:         stress:3672 [120] R ==> stress:3680 [120]
          stress-3680  [000] 14906.777179688: (+8053111) sched_switch:         stress:3680 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.781019929: (+3840241) sched_switch:         stress:3673 [120] D ==> stress:3675 [120]
          stress-3675  [000] 14906.781423818: (+403889) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.781427466: (+3648)  sched_switch:         stress:3675 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.781438411: (+10945) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
    kworker/u8:1-2871  [000] 14906.781513725: (+75314) sched_switch:         kworker/u8:1:2871 [120] D ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [000] 14906.781521577: (+7852)  sched_switch:         kworker/u8:2:2863 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.783463207: (+1941630) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.783476651: (+13444) sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.783515114: (+38463) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.783549355: (+34241) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3672 [120]
          stress-3672  [000] 14906.783565059: (+15704) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.783571725: (+6666)  sched_switch:         stress:3672 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.783685948: (+114223) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/u8:1-2871  [000] 14906.783691892: (+5944)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.783752818: (+60926) sched_switch:         kworker/0:1H:67 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.783788485: (+35667) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3672 [120]
          stress-3672  [000] 14906.785788929: (+2000444) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.785796114: (+7185)  sched_switch:         stress:3672 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.785826688: (+30574) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.785887614: (+60926) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3680 [120]
          stress-3680  [000] 14906.785931003: (+43389) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3680  [000] 14906.788195874: (+2264871) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3680  [000] 14906.788200299: (+4425)  sched_switch:         stress:3680 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.789094299: (+894000) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/u8:1-2871  [000] 14906.789109040: (+14741) sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.789225874: (+116834) sched_switch:         kworker/0:1H:67 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.789249781: (+23907) sched_wakeup:         kworker/0:0H:3549 [100]<CANT FIND FIELD success> CPU:000
    kworker/u8:1-2871  [000] 14906.789253392: (+3611)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/0:0H:3549 [100]
    kworker/0:0H-3549  [000] 14906.789260522: (+7130)  sched_switch:         kworker/0:0H:3549 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.789277429: (+16907) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3673 [120]
          stress-3673  [000] 14906.789350688: (+73259) sched_switch:         stress:3673 [120] D ==> stress:3675 [120]
          stress-3675  [000] 14906.791148003: (+1797315) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.791157837: (+9834)  sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.791189725: (+31888) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.791227762: (+38037) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.791342966: (+115204) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14906.791369188: (+26222) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14906.791380577: (+11389) sched_switch:         ksoftirqd/0:12 [120] S ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.791508892: (+128315) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3672 [120]
          stress-3672  [000] 14906.791550299: (+41407) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.791553874: (+3575)  sched_switch:         stress:3672 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.791576781: (+22907) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3672 [120]
          stress-3672  [000] 14906.791713225: (+136444) sched_wakeup:         kworker/0:0H:3549 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.791715892: (+2667)  sched_switch:         stress:3672 [120] R ==> kworker/0:0H:3549 [100]
    kworker/0:0H-3549  [000] 14906.791720244: (+4352)  sched_switch:         kworker/0:0H:3549 [100] W ==> stress:3672 [120]
          stress-3672  [000] 14906.793236059: (+1515815) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.793240411: (+4352)  sched_switch:         stress:3672 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.793283855: (+43444) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.801561448: (+8277593) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.801580318: (+18870) sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.801626059: (+45741) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.801680318: (+54259) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.801711392: (+31074) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14906.801729559: (+18167) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14906.801740966: (+11407) sched_switch:         ksoftirqd/0:12 [120] S ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.801789744: (+48778) sched_switch:         kworker/u8:1:2871 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.813152299: (+11362555) sched_switch:         stress:3672 [120] R ==> stress:3675 [120]
          stress-3675  [000] 14906.813992577: (+840278) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.814003503: (+10926) sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.814045410: (+41907) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.814088540: (+43130) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.814114448: (+25908) sched_switch:         kworker/0:1H:67 [100] W ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14906.814144855: (+30407) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14906.814160151: (+15296) sched_switch:         ksoftirqd/0:12 [120] S ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [000] 14906.814167670: (+7519)  sched_switch:         kworker/u8:2:2863 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.816576077: (+2408407) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.816586151: (+10074) sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.816610225: (+24074) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.816637836: (+27611) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3675 [120]
          stress-3675  [000] 14906.816652985: (+15149) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.816655744: (+2759)  sched_switch:         stress:3675 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.817303929: (+648185) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.817309614: (+5685)  sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.817312688: (+3074)  sched_switch:         stress:3675 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.817363392: (+50704) sched_switch:         stress:3673 [120] D ==> stress:3675 [120]
          stress-3675  [000] 14906.818886744: (+1523352) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.818896133: (+9389)  sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.818922281: (+26148) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.818945003: (+22722) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3672 [120]
          stress-3672  [000] 14906.819013892: (+68889) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.819016670: (+2778)  sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.819021225: (+4555)  sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.829158485: (+10137260) sched_switch:         stress:3672 [120] R ==> stress:3675 [120]
          stress-3675  [000] 14906.837506929: (+8348444) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.837511188: (+4259)  sched_switch:         stress:3675 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.837526207: (+15019) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
    kworker/u8:1-2871  [000] 14906.837729781: (+203574) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/u8:1-2871  [000] 14906.837738022: (+8241)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.837762577: (+24555) sched_switch:         kworker/0:1H:67 [100] D ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [000] 14906.837769392: (+6815)  sched_switch:         kworker/u8:2:2863 [120] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.837792429: (+23037) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.839349559: (+1557130) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.839361299: (+11740) sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.839390947: (+29648) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.839426262: (+35315) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3672 [120]
          stress-3672  [000] 14906.839477633: (+51371) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.839480540: (+2907)  sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.839543818: (+63278) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3673  [000] 14906.839548651: (+4833)  sched_switch:         stress:3673 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.839568484: (+19833) sched_switch:         kworker/0:1H:67 [100] D ==> stress:3673 [120]
          stress-3673  [000] 14906.839595114: (+26630) sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.844714077: (+5118963) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.844723744: (+9667)  sched_switch:         stress:3672 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.844752947: (+29203) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.844777966: (+25019) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.844794781: (+16815) sched_switch:         kworker/0:1H:67 [100] W ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14906.844819688: (+24907) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14906.844833299: (+13611) sched_switch:         ksoftirqd/0:12 [120] S ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.844923281: (+89982) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.844953947: (+30666) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.844956781: (+2834)  sched_switch:         stress:3675 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.844981484: (+24703) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3675 [120]
          stress-3675  [000] 14906.846946503: (+1965019) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.846959559: (+13056) sched_switch:         stress:3675 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.846977021: (+17462) sched_switch:         stress:3673 [120] D ==> stress:3675 [120]
          stress-3675  [000] 14906.846998059: (+21038) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.847000318: (+2259)  sched_switch:         stress:3675 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.847025670: (+25352) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
          stress-3673  [000] 14906.847028966: (+3296)  sched_switch:         stress:3673 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [000] 14906.847058225: (+29259) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3673 [120]
          stress-3673  [000] 14906.847118114: (+59889) sched_switch:         stress:3673 [120] D ==> stress:3675 [120]
          stress-3675  [000] 14906.849447244: (+2329130) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.849459781: (+12537) sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.849490521: (+30740) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.849520762: (+30241) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3675 [120]
          stress-3675  [000] 14906.851757336: (+2236574) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3675  [000] 14906.851766484: (+9148)  sched_switch:         stress:3675 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.851800614: (+34130) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.851828336: (+27722) sched_switch:         kworker/0:1H:67 [100] W ==> stress:3672 [120]
          stress-3672  [000] 14906.851910040: (+81704) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.851915429: (+5389)  sched_switch:         stress:3672 [120] R ==> stress:3673 [120]
          stress-3673  [000] 14906.851984040: (+68611) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3673  [000] 14906.851989207: (+5167)  sched_switch:         stress:3673 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.852036670: (+47463) sched_switch:         kworker/0:1H:67 [100] D ==> stress:3673 [120]
          stress-3673  [000] 14906.852063521: (+26851) sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.857302558: (+5239037) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.857311058: (+8500)  sched_switch:         stress:3672 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.857337577: (+26519) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.857358596: (+21019) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.857381244: (+22648) sched_switch:         kworker/0:1H:67 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14906.857417929: (+36685) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14906.857431818: (+13889) sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3673 [120]
          stress-3673  [000] 14906.857441133: (+9315)  sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.862626114: (+5184981) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.862631447: (+5333)  sched_switch:         stress:3672 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.862648577: (+17130) sched_switch:         kworker/0:1H:67 [100] D ==> stress:3672 [120]
          stress-3672  [000] 14906.862655095: (+6518)  sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.862658818: (+3723)  sched_switch:         stress:3672 [120] R ==> kworker/0:1H:67 [100]
    kworker/0:1H-67    [000] 14906.862673521: (+14703) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/0:1H-67    [000] 14906.862685818: (+12297) sched_switch:         kworker/0:1H:67 [100] W ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14906.862705947: (+20129) sched_wakeup:         stress:3673 [120]<CANT FIND FIELD success> CPU:000
     ksoftirqd/0-12    [000] 14906.862714058: (+8111)  sched_switch:         ksoftirqd/0:12 [120] S ==> stress:3673 [120]
          stress-3673  [000] 14906.862719929: (+5871)  sched_switch:         stress:3673 [120] D ==> stress:3672 [120]
          stress-3672  [000] 14906.867951021: (+5231092) sched_wakeup:         kworker/0:1H:67 [100]<CANT FIND FIELD success> CPU:000
          stress-3672  [000] 14906.867954336: (+3315)  sched_switch:         stress:3672 [120] R ==> kworker/0:1H:67 [100]
