cpus=4
       trace-cmd-2567  [000]  9175.377263386:          sched_wakeup:         kworker/u8:0:2070 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.399583756: (+286093) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.399590830: (+7074)  sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.399600237: (+9407)  sched_switch:         stress:2571 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9175.399614663: (+14426) sched_switch:         rcu_preempt:13 [120] W ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9175.399622941: (+8278)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.399939700: (+316759) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.399945089: (+5389)  sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.399967737: (+22648) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.400330756: (+363019) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.400335478: (+4722)  sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.400371497: (+36019) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.400400663: (+29166) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.400426108: (+25445) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000]  9175.400441848: (+15740) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000]  9175.400469830: (+27982) sched_switch:         ngrok:555 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.403590811: (+3120981) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.403595052: (+4241)  sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.403601534: (+6482)  sched_switch:         stress:2571 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.403634385: (+32851) sched_switch:         kworker/0:1:2177 [120] W ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9175.403655015: (+20630) sched_switch:         rcu_preempt:13 [120] W ==> stress:2571 [120]
          stress-2571  [000]  9175.410029274: (+6374259) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.410039441: (+10167) sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.410072219: (+32778) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.411584737: (+1512518) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.411591311: (+6574)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.411597126: (+5815)  sched_switch:         stress:2571 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9175.411611645: (+14519) sched_switch:         rcu_preempt:13 [120] W ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.411626959: (+15314) sched_switch:         kworker/0:1:2177 [120] W ==> stress:2571 [120]
          stress-2571  [000]  9175.415589830: (+3962871) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.415596756: (+6926)  sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.415606626: (+9870)  sched_switch:         stress:2571 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9175.415620978: (+14352) sched_switch:         rcu_preempt:13 [120] W ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9175.415667848: (+46870) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
 brcmf_wdog/mmc1-237   [000]  9175.415682034: (+14186) sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.430371737: (+14689703) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.430382774: (+11037) sched_switch:         stress:2571 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430427367: (+44593) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430472700: (+45333) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430493867: (+21167) sched_switch:         kworker/0:1:2177 [120] D ==> stress:2571 [120]
          stress-2571  [000]  9175.430509071: (+15204) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.430512700: (+3629)  sched_switch:         stress:2571 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430525737: (+13037) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430533015: (+7278)  sched_switch:         kworker/0:1:2177 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000]  9175.430546978: (+13963) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430552682: (+5704)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430554959: (+2277)  sched_switch:         kworker/0:1:2177 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000]  9175.430568293: (+13334) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430578089: (+9796)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430582108: (+4019)  sched_switch:         kworker/0:1:2177 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000]  9175.430591293: (+9185)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430600293: (+9000)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430603589: (+3296)  sched_switch:         kworker/0:1:2177 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000]  9175.430641922: (+38333) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430655922: (+14000) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430659719: (+3797)  sched_switch:         kworker/0:1:2177 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000]  9175.430685645: (+25926) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430699052: (+13407) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9175.430702571: (+3519)  sched_switch:         kworker/0:1:2177 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000]  9175.430839811: (+137240) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000]  9175.430855219: (+15408) sched_switch:         kworker/u9:3:569 [100] W ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9175.430859941: (+4722)  sched_switch:         kworker/0:1:2177 [120] W ==> stress:2571 [120]
          stress-2571  [000]  9175.443580996: (+12721055) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.443589404: (+8408)  sched_switch:         stress:2571 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9175.443599774: (+10370) sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.449522682: (+5922908) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.449532478: (+9796)  sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.449584515: (+52037) sched_switch:         ngrok:555 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.449932885: (+348370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.449937941: (+5056)  sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.449959311: (+21370) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.450629200: (+669889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.450635182: (+5982)  sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.450668293: (+33111) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.450696163: (+27870) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.450717015: (+20852) sched_switch:         ngrok:552 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.459592385: (+8875370) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.459606589: (+14204) sched_switch:         stress:2571 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000]  9175.459666663: (+60074) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
 brcmf_wdog/mmc1-237   [000]  9175.459683607: (+16944) sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.460015367: (+331760) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.460021478: (+6111)  sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.460059052: (+37574) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.499746607: (+39687555) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.499754570: (+7963)  sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.499803052: (+48482) sched_switch:         ngrok:555 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.499928718: (+125666) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.499933385: (+4667)  sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.499953478: (+20093) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.500849126: (+895648) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.500855144: (+6018)  sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.500890792: (+35648) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.500918367: (+27575) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.500943515: (+25148) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000]  9175.500958978: (+15463) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000]  9175.500988830: (+29852) sched_switch:         ngrok:555 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.501726292: (+737462) sched_wakeup:         kworker/u8:3:2583 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.501730404: (+4112)  sched_switch:         stress:2571 [120] R ==> kworker/u8:3:2583 [120]
    kworker/u8:3-2583  [000]  9175.501738385: (+7981)  sched_switch:         kworker/u8:3:2583 [120] W ==> stress:2571 [120]
          stress-2571  [000]  9175.510015200: (+8276815) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.510025681: (+10481) sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.510053237: (+27556) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.523572292: (+13519055) sched_switch:         stress:2571 [120] R ==> stress:2572 [120]
          stress-2572  [000]  9175.535546681: (+11974389) sched_switch:         stress:2572 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.547575329: (+12028648) sched_switch:         stress:2571 [120] R ==> stress:2572 [120]
          stress-2572  [000]  9175.549043181: (+1467852) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2572  [000]  9175.549051589: (+8408)  sched_switch:         stress:2572 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.549110200: (+58611) sched_switch:         ngrok:555 [120] S ==> stress:2572 [120]
          stress-2572  [000]  9175.549921515: (+811315) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2572  [000]  9175.549927403: (+5888)  sched_switch:         stress:2572 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.549953459: (+26056) sched_switch:         ngrok:515 [120] S ==> stress:2572 [120]
          stress-2572  [000]  9175.550146644: (+193185) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2572  [000]  9175.550151385: (+4741)  sched_switch:         stress:2572 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.550191052: (+39667) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.550231440: (+40388) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.550257144: (+25704) sched_switch:         ngrok:552 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.559564366: (+9307222) sched_switch:         stress:2571 [120] R ==> stress:2572 [120]
          stress-2572  [000]  9175.560007385: (+443019) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2572  [000]  9175.560011477: (+4092)  sched_switch:         stress:2572 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.560035440: (+23963) sched_switch:         ngrok:515 [120] S ==> stress:2572 [120]
          stress-2572  [000]  9175.571556144: (+11520704) sched_switch:         stress:2572 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.579598126: (+8041982) sched_switch:         stress:2571 [120] R ==> stress:2569 [120]
          stress-2569  [000]  9175.591539829: (+11941703) sched_switch:         stress:2569 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.599286588: (+7746759) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.599303144: (+16556) sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.599374088: (+70944) sched_switch:         ngrok:555 [120] S ==> stress:2569 [120]
          stress-2569  [000]  9175.599910533: (+536445) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2569  [000]  9175.599913885: (+3352)  sched_switch:         stress:2569 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.599933125: (+19240) sched_switch:         ngrok:515 [120] S ==> stress:2569 [120]
          stress-2569  [000]  9175.600408107: (+474982) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2569  [000]  9175.600411181: (+3074)  sched_switch:         stress:2569 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.600441551: (+30370) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.600466885: (+25334) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.600489385: (+22500) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000]  9175.600503959: (+14574) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000]  9175.600534403: (+30444) sched_switch:         ngrok:555 [120] S ==> stress:2569 [120]
          stress-2569  [000]  9175.609982051: (+9447648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2569  [000]  9175.609985237: (+3186)  sched_switch:         stress:2569 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.609996662: (+11425) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.619560496: (+9563834) sched_switch:         stress:2571 [120] R ==> stress:2569 [120]
          stress-2569  [000]  9175.631535199: (+11974703) sched_switch:         stress:2569 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.643595829: (+12060630) sched_switch:         stress:2571 [120] R ==> stress:2569 [120]
          stress-2569  [000]  9175.649590885: (+5995056) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2569  [000]  9175.649598107: (+7222)  sched_switch:         stress:2569 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.649669366: (+71259) sched_switch:         ngrok:555 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.649906403: (+237037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.649914570: (+8167)  sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.649942440: (+27870) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.650719570: (+777130) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.650732829: (+13259) sched_switch:         stress:2571 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.650779829: (+47000) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.650823514: (+43685) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.650852607: (+29093) sched_switch:         ngrok:552 [120] S ==> stress:2575 [120]
          stress-2575  [000]  9175.659531625: (+8679018) sched_switch:         stress:2575 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.659995644: (+464019) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.660001662: (+6018)  sched_switch:         stress:2571 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.660023866: (+22204) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.667566570: (+7542704) sched_switch:         stress:2571 [120] R ==> stress:2569 [120]
          stress-2569  [000]  9175.675534366: (+7967796) sched_switch:         stress:2569 [120] R ==> stress:2575 [120]
          stress-2575  [000]  9175.683528607: (+7994241) sched_switch:         stress:2575 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.691577921: (+8049314) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.691592273: (+14352) sched_switch:         stress:2571 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9175.691629662: (+37389) sched_switch:         rcu_preempt:13 [120] W ==> stress:2569 [120]
          stress-2569  [000]  9175.699537014: (+7907352) sched_switch:         stress:2569 [120] R ==> stress:2575 [120]
          stress-2575  [000]  9175.699863088: (+326074) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2575  [000]  9175.699866607: (+3519)  sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2575  [000]  9175.699870995: (+4388)  sched_switch:         stress:2575 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.699901625: (+30630) sched_switch:         ngrok:515 [120] S ==> ngrok:555 [120]
           ngrok-555   [000]  9175.699949014: (+47389) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.699979829: (+30815) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000]  9175.700006551: (+26722) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000]  9175.700021144: (+14593) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000]  9175.700053847: (+32703) sched_switch:         ngrok:555 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.703556977: (+3503130) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2571  [000]  9175.703583810: (+26833) sched_switch:         stress:2571 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9175.703601829: (+18019) sched_switch:         rcu_preempt:13 [120] W ==> stress:2575 [120]
          stress-2575  [000]  9175.709959477: (+6357648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2575  [000]  9175.709965773: (+6296)  sched_switch:         stress:2575 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.710006699: (+40926) sched_switch:         ngrok:515 [120] S ==> stress:2571 [120]
          stress-2571  [000]  9175.719539903: (+9533204) sched_switch:         stress:2571 [120] R ==> stress:2575 [120]
          stress-2575  [000]  9175.731521699: (+11981796) sched_switch:         stress:2575 [120] R ==> stress:2571 [120]
          stress-2571  [000]  9175.743538366: (+12016667) sched_switch:         stress:2571 [120] R ==> stress:2575 [120]
          stress-2575  [000]  9175.749097162: (+5558796) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2575  [000]  9175.749101847: (+4685)  sched_switch:         stress:2575 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.749147310: (+45463) sched_switch:         ngrok:555 [120] S ==> stress:2575 [120]
          stress-2575  [000]  9175.749895254: (+747944) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:000
          stress-2575  [000]  9175.749898958: (+3704)  sched_switch:         stress:2575 [120] R ==> ngrok:515 [120]
           ngrok-515   [000]  9175.749916662: (+17704) sched_switch:         ngrok:515 [120] S ==> stress:2575 [120]
          stress-2575  [000]  9175.750189440: (+272778) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
          stress-2575  [000]  9175.750192329: (+2889)  sched_switch:         stress:2575 [120] R ==> ngrok:555 [120]
           ngrok-555   [000]  9175.750220625: (+28296) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000]  9175.750339106: (+118481) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
