cpus=4
       trace-cmd-3276  [002] 14601.959526296:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.970524629: (+13296) sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> trace-cmd:3289 [120]
       trace-cmd-3289  [002] 14601.970587314: (+62685) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
       trace-cmd-3289  [002] 14601.970590573: (+3259)  sched_switch:         trace-cmd:3289 [120] R ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.970697944: (+107371) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.970702851: (+4907)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.970762555: (+59704) sched_switch:         kworker/2:1H:96 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.970769444: (+6889)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> trace-cmd:3289 [120]
       trace-cmd-3289  [002] 14601.970974740: (+205296) sched_switch:         trace-cmd:3289 [120] S ==> trace-cmd:3288 [120]
       trace-cmd-3288  [002] 14601.971384610: (+409870) sched_switch:         trace-cmd:3288 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.974996833: (+3612223) sched_wakeup:         trace-cmd:3288 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.975004777: (+7944)  sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.975018870: (+14093) sched_switch:         stress:3281 [120] R ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.975113573: (+94703) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.975119759: (+6186)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.975171666: (+51907) sched_switch:         kworker/2:1H:96 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.975175833: (+4167)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> trace-cmd:3288 [120]
       trace-cmd-3288  [002] 14601.975760981: (+585148) sched_switch:         trace-cmd:3288 [120] S ==> stress:3281 [120]
          stress-3281  [002] 14601.977357092: (+1596111) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.977371259: (+14167) sched_switch:         stress:3281 [120] R ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.977464055: (+92796) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.977521425: (+57370) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.977527981: (+6556)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.977580870: (+52889) sched_switch:         kworker/2:1H:96 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.977679277: (+98407) sched_switch:         kworker/u8:1:2871 [120] D ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.977687370: (+8093)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.977936221: (+248851) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.978000740: (+64519) sched_switch:         stress:3281 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [002] 14601.978012907: (+12167) sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> trace-cmd:3291 [120]
       trace-cmd-3291  [002] 14601.978640647: (+627740) sched_switch:         trace-cmd:3291 [120] D ==> trace-cmd:3290 [120]
       trace-cmd-3290  [002] 14601.979022481: (+381834) sched_switch:         trace-cmd:3290 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.980245610: (+1223129) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.980251721: (+6111)  sched_wakeup:         trace-cmd:3291 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.980256851: (+5130)  sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.980269259: (+12408) sched_switch:         stress:3281 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.980455703: (+186444) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
    kworker/u8:1-2871  [002] 14601.980462962: (+7259)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.980523240: (+60278) sched_switch:         kworker/2:1H:96 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.980584055: (+60815) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.980590221: (+6166)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.980603703: (+13482) sched_switch:         kworker/2:1H:96 [100] D ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.980606907: (+3204)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.980633555: (+26648) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3286 [120]
          stress-3286  [002] 14601.984707296: (+4073741) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14601.984716499: (+9203)  sched_switch:         stress:3286 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.984750221: (+33722) sched_switch:         kworker/2:1H:96 [100] D ==> trace-cmd:3291 [120]
       trace-cmd-3291  [002] 14601.984761184: (+10963) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
       trace-cmd-3291  [002] 14601.984766203: (+5019)  sched_switch:         trace-cmd:3291 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.984789351: (+23148) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002] 14601.984799944: (+10593) sched_switch:         kworker/2:1H:96 [100] W ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002] 14601.984823259: (+23315) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
     ksoftirqd/2-23    [002] 14601.984836536: (+13277) sched_switch:         ksoftirqd/2:23 [120] S ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.984949870: (+113334) sched_switch:         kworker/u8:1:2871 [120] W ==> trace-cmd:3291 [120]
       trace-cmd-3291  [002] 14601.985009166: (+59296) sched_wakeup:         trace-cmd:3290 [120]<CANT FIND FIELD success> CPU:002
       trace-cmd-3291  [002] 14601.985457499: (+448333) sched_switch:         trace-cmd:3291 [120] S ==> trace-cmd:3290 [120]
       trace-cmd-3290  [002] 14601.985709777: (+252278) sched_switch:         trace-cmd:3290 [120] S ==> stress:3281 [120]
          stress-3281  [002] 14601.985939258: (+229481) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.985956814: (+17556) sched_switch:         stress:3281 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14601.985988184: (+31370) sched_switch:         kworker/2:1:3243 [120] W ==> stress:3285 [120]
          stress-3285  [002] 14601.986037851: (+49667) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
          stress-3285  [002] 14601.986044129: (+6278)  sched_switch:         stress:3285 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.986238796: (+194667) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
    kworker/u8:1-2871  [002] 14601.986244258: (+5462)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.986277592: (+33334) sched_switch:         kworker/2:1H:96 [100] D ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.986288203: (+10611) sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3285 [120]
          stress-3285  [002] 14601.986307703: (+19500) sched_switch:         stress:3285 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.986898110: (+590407) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.986902925: (+4815)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.986929592: (+26667) sched_switch:         kworker/2:1H:96 [100] D ==> stress:3281 [120]
          stress-3281  [002] 14601.986934499: (+4907)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.986937629: (+3130)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.986955870: (+18241) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002] 14601.986965407: (+9537)  sched_switch:         kworker/2:1H:96 [100] W ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002] 14601.986983740: (+18333) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
     ksoftirqd/2-23    [002] 14601.986995814: (+12074) sched_switch:         ksoftirqd/2:23 [120] S ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.987121055: (+125241) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.987126981: (+5926)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.987147296: (+20315) sched_switch:         kworker/2:1H:96 [100] D ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.987153666: (+6370)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.989107592: (+1953926) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.989114444: (+6852)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.989141296: (+26852) sched_switch:         kworker/2:1H:96 [100] D ==> stress:3284 [120]
          stress-3284  [002] 14601.989153184: (+11888) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14601.989157129: (+3945)  sched_switch:         stress:3284 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.989175851: (+18722) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002] 14601.989186888: (+11037) sched_switch:         kworker/2:1H:96 [100] W ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002] 14601.989204333: (+17445) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
     ksoftirqd/2-23    [002] 14601.989218333: (+14000) sched_switch:         ksoftirqd/2:23 [120] S ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.989262870: (+44537) sched_switch:         kworker/u8:1:2871 [120] D ==> stress:3284 [120]
          stress-3284  [002] 14601.993476129: (+4213259) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14601.993481203: (+5074)  sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14601.993489684: (+8481)  sched_switch:         stress:3284 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14601.993556721: (+67037) sched_wakeup:         stress:3285 [120]<CANT FIND FIELD success> CPU:002
    kworker/u8:1-2871  [002] 14601.993594425: (+37704) sched_switch:         kworker/u8:1:2871 [120] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.993677258: (+82833) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.993683481: (+6223)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.993730036: (+46555) sched_switch:         kworker/2:1H:96 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.993733573: (+3537)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> stress:3285 [120]
          stress-3285  [002] 14601.993798870: (+65297) sched_switch:         stress:3285 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.993933758: (+134888) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.993938333: (+4575)  sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.993955184: (+16851) sched_switch:         stress:3281 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14601.993973221: (+18037) sched_switch:         kworker/2:1:3243 [120] W ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [002] 14601.994008647: (+35426) sched_switch:         brcmf_wdog/mmc1:237 [120] D ==> stress:3286 [120]
          stress-3286  [002] 14601.994022684: (+14037) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14601.994025962: (+3278)  sched_switch:         stress:3286 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [002] 14601.994034203: (+8241)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> stress:3286 [120]
          stress-3286  [002] 14601.995840795: (+1806592) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14601.995853258: (+12463) sched_switch:         stress:3286 [120] R ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.995910777: (+57519) sched_wakeup:         stress:3285 [120]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.995989851: (+79074) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.995995499: (+5648)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.996042184: (+46685) sched_wakeup:         kworker/2:2H:2897 [100]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002] 14601.996045962: (+3778)  sched_switch:         kworker/2:1H:96 [100] D ==> kworker/2:2H:2897 [100]
    kworker/2:2H-2897  [002] 14601.996052240: (+6278)  sched_switch:         kworker/2:2H:2897 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.996058666: (+6426)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> stress:3285 [120]
          stress-3285  [002] 14601.996064851: (+6185)  sched_switch:         stress:3285 [120] D ==> stress:3281 [120]
          stress-3281  [002] 14601.998173036: (+2108185) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14601.998179444: (+6408)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.998206184: (+26740) sched_switch:         kworker/2:1H:96 [100] R ==> stress:3286 [120]
          stress-3286  [002] 14601.998213870: (+7686)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14601.998217462: (+3592)  sched_switch:         stress:3286 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14601.998239407: (+21945) sched_wakeup:         ksoftirqd/2:23 [120]<CANT FIND FIELD success> CPU:002
    kworker/2:1H-96    [002] 14601.998259277: (+19870) sched_switch:         kworker/2:1H:96 [100] D ==> ksoftirqd/2:23 [120]
     ksoftirqd/2-23    [002] 14601.998276258: (+16981) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
     ksoftirqd/2-23    [002] 14601.998290814: (+14556) sched_switch:         ksoftirqd/2:23 [120] S ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.998370036: (+79222) sched_wakeup:         kworker/2:2H:2897 [100]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14601.998375110: (+5074)  sched_switch:         jbd2/mmcblk0p2-:93 [120] R ==> kworker/2:2H:2897 [100]
    kworker/2:2H-2897  [002] 14601.998381851: (+6741)  sched_switch:         kworker/2:2H:2897 [100] W ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14601.998384758: (+2907)  sched_switch:         jbd2/mmcblk0p2-:93 [120] D ==> stress:3286 [120]
          stress-3286  [002] 14602.000275925: (+1891167) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14602.000280999: (+5074)  sched_switch:         stress:3286 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.000309814: (+28815) sched_switch:         kworker/2:1H:96 [100] R ==> stress:3281 [120]
          stress-3281  [002] 14602.000319962: (+10148) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14602.000324666: (+4704)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.000365721: (+41055) sched_switch:         kworker/2:1H:96 [100] D ==> stress:3281 [120]
          stress-3281  [002] 14602.002394147: (+2028426) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14602.002399055: (+4908)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.002424147: (+25092) sched_switch:         kworker/2:1H:96 [100] R ==> stress:3284 [120]
          stress-3284  [002] 14602.002431073: (+6926)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14602.002436129: (+5056)  sched_switch:         stress:3284 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.002471481: (+35352) sched_switch:         kworker/2:1H:96 [100] D ==> stress:3284 [120]
          stress-3284  [002] 14602.007741758: (+5270277) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14602.007747462: (+5704)  sched_switch:         stress:3284 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.007772832: (+25370) sched_switch:         kworker/2:1H:96 [100] R ==> stress:3286 [120]
          stress-3286  [002] 14602.007780110: (+7278)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14602.007784814: (+4704)  sched_switch:         stress:3286 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.007816499: (+31685) sched_switch:         kworker/2:1H:96 [100] D ==> stress:3286 [120]
          stress-3286  [002] 14602.009836610: (+2020111) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14602.009842629: (+6019)  sched_switch:         stress:3286 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.009863351: (+20722) sched_switch:         kworker/2:1H:96 [100] R ==> stress:3281 [120]
          stress-3281  [002] 14602.009871240: (+7889)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14602.009875444: (+4204)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.009916444: (+41000) sched_switch:         kworker/2:1H:96 [100] D ==> stress:3281 [120]
          stress-3281  [002] 14602.015202147: (+5285703) sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3281  [002] 14602.015207407: (+5260)  sched_switch:         stress:3281 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.015234351: (+26944) sched_switch:         kworker/2:1H:96 [100] R ==> stress:3286 [120]
          stress-3286  [002] 14602.015241925: (+7574)  sched_wakeup:         kworker/2:1H:96 [100]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14602.015246888: (+4963)  sched_switch:         stress:3286 [120] R ==> kworker/2:1H:96 [100]
    kworker/2:1H-96    [002] 14602.015280018: (+33130) sched_switch:         kworker/2:1H:96 [100] W ==> stress:3286 [120]
          stress-3286  [002] 14602.015356499: (+76481) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14602.015359240: (+2741)  sched_switch:         stress:3286 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14602.015372184: (+12944) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:002
    kworker/u8:1-2871  [002] 14602.015410499: (+38315) sched_switch:         kworker/u8:1:2871 [120] W ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [002] 14602.015416795: (+6296)  sched_switch:         kworker/u8:2:2863 [120] W ==> stress:3286 [120]
          stress-3286  [002] 14602.017384110: (+1967315) sched_wakeup:         jbd2/mmcblk0p2-:93 [120]<CANT FIND FIELD success> CPU:002
          stress-3286  [002] 14602.017398314: (+14204) sched_switch:         stress:3286 [120] R ==> jbd2/mmcblk0p2-:93 [120]
 jbd2/mmcblk0p2--93    [002] 14602.017443907: (+45593) sched_wakeup:         stress:3285 [120]<CANT FIND FIELD success> CPU:002
 jbd2/mmcblk0p2--93    [002] 14602.017452462: (+8555)  sched_switch:         jbd2/mmcblk0p2-:93 [120] S ==> stress:3285 [120]
          stress-3285  [002] 14602.017522166: (+69704) sched_switch:         stress:3285 [120] D ==> stress:3284 [120]
          stress-3284  [002] 14602.017576851: (+54685) sched_wakeup:         stress:3285 [120]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14602.017579944: (+3093)  sched_switch:         stress:3284 [120] R ==> stress:3285 [120]
          stress-3285  [002] 14602.017592332: (+12388) sched_switch:         stress:3285 [120] D ==> stress:3284 [120]
          stress-3284  [002] 14602.019806444: (+2214112) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14602.019809369: (+2925)  sched_switch:         stress:3284 [120] R ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [002] 14602.019821369: (+12000) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:002
    kworker/u8:2-2863  [002] 14602.019829332: (+7963)  sched_wakeup:         stress:3285 [120]<CANT FIND FIELD success> CPU:002
    kworker/u8:2-2863  [002] 14602.019850203: (+20871) sched_switch:         kworker/u8:2:2863 [120] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [002] 14602.019854795: (+4592)  sched_switch:         kworker/u8:1:2871 [120] W ==> stress:3285 [120]
          stress-3285  [002] 14602.029924777: (+10069982) sched_switch:         stress:3285 [120] R ==> stress:3286 [120]
          stress-3286  [002] 14602.037930314: (+8005537) sched_switch:         stress:3286 [120] R ==> stress:3285 [120]
          stress-3285  [002] 14602.045940221: (+8009907) sched_switch:         stress:3285 [120] R ==> stress:3281 [120]
          stress-3281  [002] 14602.053929147: (+7988926) sched_switch:         stress:3281 [120] R ==> stress:3284 [120]
          stress-3284  [002] 14602.057940758: (+4011611) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:002
          stress-3284  [002] 14602.057943943: (+3185)  sched_switch:         stress:3284 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [002] 14602.057954406: (+10463) sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> stress:3284 [120]
          stress-3284  [002] 14602.065925073: (+7970667) sched_switch:         stress:3284 [120] R ==> stress:3286 [120]
          stress-3286  [002] 14602.073925832: (+8000759) sched_switch:         stress:3286 [120] R ==> stress:3285 [120]
          stress-3285  [002] 14602.073933832: (+8000)  sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:002
          stress-3285  [002] 14602.073937110: (+3278)  sched_switch:         stress:3285 [120] R ==> brcmf_wdog/mmc1:237 [120]
