cpus=4
       trace-cmd-3135  [000] 14544.341500071:          sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14544.344653867: (+4259)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14544.344778812: (+124945) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14544.344800386: (+21574) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:0-2872  [000] 14544.344805589: (+5203)  sched_switch:         kworker/0:0:2872 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14544.344816960: (+11371) sched_switch:         kworker/u9:3:569 [100] W ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14544.344821830: (+4870)  sched_switch:         kworker/0:0:2872 [120] W ==> stress:3137 [120]
          stress-3137  [000] 14544.350535904: (+5714074) sched_switch:         stress:3137 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.351961904: (+1426000) sched_switch:         trace-cmd:3152 [120] S ==> trace-cmd:3151 [120]
       trace-cmd-3151  [000] 14544.352811275: (+849371) sched_switch:         trace-cmd:3151 [120] S ==> trace-cmd:3150 [120]
       trace-cmd-3150  [000] 14544.353444293: (+633018) sched_switch:         trace-cmd:3150 [120] S ==> stress:3137 [120]
          stress-3137  [000] 14544.354562534: (+1118241) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3137  [000] 14544.354568886: (+6352)  sched_switch:         stress:3137 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.354590626: (+21740) sched_switch:         rcu_preempt:13 [120] W ==> stress:3137 [120]
          stress-3137  [000] 14544.362556867: (+7966241) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3137  [000] 14544.362562552: (+5685)  sched_switch:         stress:3137 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.362594589: (+32037) sched_switch:         rcu_preempt:13 [120] W ==> stress:3137 [120]
          stress-3137  [000] 14544.374558738: (+11964149) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3137  [000] 14544.374572756: (+14018) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          stress-3137  [000] 14544.374587589: (+14833) sched_switch:         stress:3137 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.374605552: (+17963) sched_switch:         rcu_preempt:13 [120] W ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14544.374659404: (+53852) sched_switch:         kworker/0:0:2872 [120] W ==> stress:3137 [120]
          stress-3137  [000] 14544.386538626: (+11879222) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          stress-3137  [000] 14544.386543552: (+4926)  sched_switch:         stress:3137 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14544.386563349: (+19797) sched_switch:         kworker/0:0:2872 [120] W ==> stress:3137 [120]
          stress-3137  [000] 14544.422536182: (+35972833) sched_switch:         stress:3137 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.430550811: (+8014629) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.438538219: (+7987408) sched_switch:         stress:3143 [120] R ==> stress:3137 [120]
          stress-3137  [000] 14544.442911330: (+4373111) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
          stress-3137  [000] 14544.442915404: (+4074)  sched_switch:         stress:3137 [120] R ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [000] 14544.442923682: (+8278)  sched_switch:         kworker/u8:2:2863 [120] W ==> stress:3145 [120]
          stress-3145  [000] 14544.450534071: (+7610389) sched_switch:         stress:3145 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.458539052: (+8004981) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.466540885: (+8001833) sched_switch:         stress:3139 [120] R ==> stress:3137 [120]
          stress-3137  [000] 14544.473641070: (+7100185) sched_switch:         stress:3137 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.478686330: (+5045260) sched_switch:         trace-cmd:3152 [120] S ==> stress:3145 [120]
          stress-3145  [000] 14544.486525293: (+7838963) sched_switch:         stress:3145 [120] R ==> stress:3137 [120]
          stress-3137  [000] 14544.494523737: (+7998444) sched_switch:         stress:3137 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.502528330: (+8004593) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.508786681: (+6258351) sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14544.508792811: (+6130)  sched_switch:         stress:3139 [120] R ==> kworker/u8:2:2863 [120]
    kworker/u8:2-2863  [000] 14544.515164274: (+6371463) sched_switch:         kworker/u8:2:2863 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14544.522538311: (+7374037) sched_switch:         stress:3139 [120] R ==> stress:3137 [120]
          stress-3137  [000] 14544.530520218: (+7981907) sched_switch:         stress:3137 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.538530237: (+8010019) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.546536570: (+8006333) sched_switch:         stress:3139 [120] R ==> stress:3137 [120]
          stress-3137  [000] 14544.554521829: (+7985259) sched_switch:         stress:3137 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.562525441: (+8003612) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.601790792: (+39265351) sched_switch:         stress:3139 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.606568959: (+4778167) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
       trace-cmd-3152  [000] 14544.606580496: (+11537) sched_switch:         trace-cmd:3152 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14544.606615496: (+35000) sched_switch:         kworker/0:0:2872 [120] W ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.606944274: (+328778) sched_switch:         trace-cmd:3152 [120] S ==> stress:3139 [120]
          stress-3139  [000] 14544.702557125: (+95612851) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14544.702571736: (+14611) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.702594570: (+22834) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14544.724799995: (+22205425) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3139  [000] 14544.726537218: (+1737223) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.730058773: (+3521555) sched_switch:         stress:3143 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.734810903: (+4752130) sched_switch:         trace-cmd:3152 [120] S ==> stress:3139 [120]
          stress-3139  [000] 14544.746533977: (+11723074) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.758520958: (+11986981) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.770533866: (+12012908) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.782517329: (+11983463) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.790553699: (+8036370) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.798517569: (+7963870) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.806520773: (+8003204) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.814541903: (+8021130) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.822516514: (+7974611) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.830522384: (+8005870) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.838541495: (+8019111) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.846557606: (+8016111) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.854514828: (+7957222) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.857403976: (+2889148) sched_switch:         stress:3139 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.858554643: (+1150667) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
       trace-cmd-3152  [000] 14544.858565717: (+11074) sched_switch:         trace-cmd:3152 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.858592699: (+26982) sched_switch:         rcu_preempt:13 [120] W ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.862361828: (+3769129) sched_switch:         trace-cmd:3152 [120] S ==> stress:3143 [120]
          stress-3143  [000] 14544.866528550: (+4166722) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3143  [000] 14544.866535736: (+7186)  sched_switch:         stress:3143 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.866559828: (+24092) sched_switch:         rcu_preempt:13 [120] W ==> stress:3145 [120]
          stress-3145  [000] 14544.874514773: (+7954945) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.874547791: (+33018) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14544.874552606: (+4815)  sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.874568699: (+16093) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14544.882544736: (+7976037) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.890525828: (+7981092) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.898527217: (+8001389) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.898559365: (+32148) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14544.898564939: (+5574)  sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.898585624: (+20685) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14544.906540347: (+7954723) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14544.906552717: (+12370) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.906571735: (+19018) sched_switch:         rcu_preempt:13 [120] W ==> stress:3143 [120]
          stress-3143  [000] 14544.910541217: (+3969482) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3143  [000] 14544.910545550: (+4333)  sched_switch:         stress:3143 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14544.910564310: (+18760) sched_switch:         rcu_preempt:13 [120] W ==> stress:3143 [120]
          stress-3143  [000] 14544.918529661: (+7965351) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.926514365: (+7984704) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.934535606: (+8021241) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.942514569: (+7978963) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.950516643: (+8002074) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.958532476: (+8015833) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.966513495: (+7981019) sched_switch:         stress:3143 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14544.974521569: (+8008074) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14544.982529235: (+8007666) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14544.985012272: (+2483037) sched_switch:         stress:3143 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14544.989966920: (+4954648) sched_switch:         trace-cmd:3152 [120] S ==> stress:3145 [120]
          stress-3145  [000] 14544.998523328: (+8556408) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.090542179: (+92018851) sched_wakeup:         kworker/0:0:2872 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.090551920: (+9741)  sched_switch:         stress:3139 [120] R ==> kworker/0:0:2872 [120]
     kworker/0:0-2872  [000] 14545.090583216: (+31296) sched_switch:         kworker/0:0:2872 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.112767050: (+22183834) sched_switch:         stress:3139 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14545.117261290: (+4494240) sched_switch:         trace-cmd:3152 [120] S ==> stress:3139 [120]
          stress-3139  [000] 14545.130574161: (+13312871) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.130584586: (+10425) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.130617216: (+32630) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.138540772: (+7923556) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.138550864: (+10092) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.138574790: (+23926) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.146530735: (+7955945) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.146537605: (+6870)  sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.146556938: (+19333) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.162531568: (+15974630) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.174516512: (+11984944) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.186532716: (+12016204) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.198511568: (+11978852) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.210543253: (+12031685) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.218519401: (+7976148) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.226593475: (+8074074) sched_switch:         stress:3139 [120] R ==> stress:3140 [120]
          stress-3140  [000] 14545.234509419: (+7915944) sched_switch:         stress:3140 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.242453086: (+7943667) sched_switch:         stress:3143 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14545.247382382: (+4929296) sched_switch:         trace-cmd:3152 [120] S ==> stress:3139 [120]
          stress-3139  [000] 14545.254624605: (+7242223) sched_switch:         stress:3139 [120] R ==> stress:3140 [120]
          stress-3140  [000] 14545.262511567: (+7886962) sched_switch:         stress:3140 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.270512160: (+8000593) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.274578549: (+4066389) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.274595549: (+17000) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.274627456: (+31907) sched_switch:         rcu_preempt:13 [120] W ==> stress:3140 [120]
          stress-3140  [000] 14545.282520086: (+7892630) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3140  [000] 14545.282526067: (+5981)  sched_switch:         stress:3140 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.282540975: (+14908) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.286554104: (+4013129) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.286577901: (+23797) sched_switch:         rcu_preempt:13 [120] W ==> stress:3143 [120]
          stress-3143  [000] 14545.294516901: (+7939000) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.302526382: (+8009481) sched_switch:         stress:3139 [120] R ==> stress:3140 [120]
          stress-3140  [000] 14545.310516641: (+7990259) sched_switch:         stress:3140 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.318508919: (+7992278) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.330561734: (+12052815) sched_switch:         stress:3139 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.342515456: (+11953722) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.350561771: (+8046315) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.350569178: (+7407)  sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.350600215: (+31037) sched_switch:         rcu_preempt:13 [120] W ==> stress:3143 [120]
          stress-3143  [000] 14545.362520789: (+11920574) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3143  [000] 14545.362527382: (+6593)  sched_switch:         stress:3143 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.362551049: (+23667) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.366554956: (+4003907) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.366576252: (+21296) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.373764715: (+7188463) sched_switch:         stress:3139 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14545.378780086: (+5015371) sched_switch:         trace-cmd:3152 [120] S ==> stress:3143 [120]
          stress-3143  [000] 14545.390512789: (+11732703) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.402530289: (+12017500) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.410508456: (+7978167) sched_switch:         stress:3145 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.418507863: (+7999407) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.426524659: (+8016796) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.434506474: (+7981815) sched_switch:         stress:3145 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.442515974: (+8009500) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.450522622: (+8006648) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.458506345: (+7983723) sched_switch:         stress:3145 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.466510530: (+8004185) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.474528474: (+8017944) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.482514530: (+7986056) sched_switch:         stress:3145 [120] R ==> stress:3143 [120]
          stress-3143  [000] 14545.490507252: (+7992722) sched_switch:         stress:3143 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.498528048: (+8020796) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.503355789: (+4827741) sched_switch:         stress:3145 [120] R ==> trace-cmd:3152 [120]
       trace-cmd-3152  [000] 14545.508301011: (+4945222) sched_switch:         trace-cmd:3152 [120] S ==> stress:3139 [120]
          stress-3139  [000] 14545.518528604: (+10227593) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.530508270: (+11979666) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.542533826: (+12025556) sched_switch:         stress:3139 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.554516122: (+11982296) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
          stress-3139  [000] 14545.562557289: (+8041167) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3139  [000] 14545.562573955: (+16666) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.562599529: (+25574) sched_switch:         rcu_preempt:13 [120] W ==> stress:3145 [120]
          stress-3145  [000] 14545.574514511: (+11914982) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-3145  [000] 14545.574521603: (+7092)  sched_switch:         stress:3145 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.574543048: (+21445) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.578551400: (+4008352) sched_switch:         stress:3139 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000] 14545.578571788: (+20388) sched_switch:         rcu_preempt:13 [120] W ==> stress:3139 [120]
          stress-3139  [000] 14545.586572233: (+8000445) sched_switch:         stress:3139 [120] R ==> stress:3140 [120]
          stress-3140  [000] 14545.590513177: (+3940944) sched_switch:         stress:3140 [120] R ==> stress:3145 [120]
          stress-3145  [000] 14545.598504011: (+7990834) sched_switch:         stress:3145 [120] R ==> stress:3139 [120]
