CPU 3 is empty
cpus=4
 task_client_A.a-2963  [001] 14461.505053850:          sched_wakeup:         trace-cmd:2988 [120]<CANT FIND FIELD success> CPU:001
           ngrok-552   [001] 14469.058439692: (+6408)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [001] 14469.058459580: (+19888) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.079869228: (+21409648) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.079872914: (+3686)  sched_switch:         task_client_A.a:2963 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14469.079880395: (+7481)  sched_switch:         kworker/1:2:2867 [120] W ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.107524247: (+27643852) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.107527525: (+3278)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.107541877: (+14352) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.108590747: (+1048870) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.108594395: (+3648)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.108607821: (+13426) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
           ngrok-517   [001] 14469.108618025: (+10204) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [001] 14469.108628154: (+10129) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
           ngrok-552   [001] 14469.108634599: (+6445)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [001] 14469.108653488: (+18889) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.157718339: (+49064851) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.157721950: (+3611)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.157735876: (+13926) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.158784950: (+1049074) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.158788117: (+3167)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.158801247: (+13130) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
           ngrok-517   [001] 14469.158812673: (+11426) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [001] 14469.158822469: (+9796)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
           ngrok-552   [001] 14469.158828987: (+6518)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [001] 14469.158849821: (+20834) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.207908432: (+49058611) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.207911765: (+3333)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.207926209: (+14444) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.208975098: (+1048889) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.208978784: (+3686)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.208991858: (+13074) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
           ngrok-517   [001] 14469.209001561: (+9703)  sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [001] 14469.209011172: (+9611)  sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
           ngrok-552   [001] 14469.209017598: (+6426)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [001] 14469.209036561: (+18963) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.258100969: (+49064408) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.258104635: (+3666)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.258118783: (+14148) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.259167802: (+1049019) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.259171469: (+3667)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.259184450: (+12981) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
           ngrok-517   [001] 14469.259195672: (+11222) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [001] 14469.259205728: (+10056) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
           ngrok-552   [001] 14469.259212209: (+6481)  sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [001] 14469.259232376: (+20167) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.308298154: (+49065778) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.308301987: (+3833)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:517 [120]
           ngrok-517   [001] 14469.308315598: (+13611) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:001
           ngrok-517   [001] 14469.308328061: (+12463) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [001] 14469.308342950: (+14889) sched_switch:         ngrok:552 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.733266522: (+424923572) sched_wakeup:         sleep:2987 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.733270578: (+4056)  sched_switch:         task_client_A.a:2963 [120] R ==> sleep:2987 [120]
           sleep-2987  [001] 14469.733552448: (+281870) sched_switch:         sleep:2987 [120] X ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14469.733567411: (+14963) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14469.733570856: (+3445)  sched_switch:         task_client_A.a:2963 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14469.733589633: (+18777) sched_switch:         kworker/1:2:2867 [120] W ==> task_client_A.a:2963 [120]
