CPU 3 is empty
cpus=4
 task_client_B.a-2965  [000] 14461.426506313:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.105810755: (+21500) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.154878866: (+49068111) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.154882607: (+3741)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.154897477: (+14870) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.155946551: (+1049074) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.155950181: (+3630)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.155963533: (+13352) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.155973551: (+10018) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.155983662: (+10111) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.155990162: (+6500)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.156009403: (+19241) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.193294125: (+37284722) sched_wakeup:         thd:411 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.193297866: (+3741)  sched_switch:         task_client_B.a:2965 [120] R ==> thd:411 [120]
             thd-411   [000] 14462.193325218: (+27352) sched_switch:         thd:411 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.205078255: (+11753037) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.205081699: (+3444)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.205096514: (+14815) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.206145569: (+1049055) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.206148903: (+3334)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.206162792: (+13889) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.206175125: (+12333) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.206185829: (+10704) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.206192347: (+6518)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.206213051: (+20704) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.255282588: (+49069537) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.255286273: (+3685)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.255300588: (+14315) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.256349458: (+1048870) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.256353125: (+3667)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.256366162: (+13037) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.256376051: (+9889)  sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.256385829: (+9778)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.256392458: (+6629)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.256411606: (+19148) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.305481439: (+49069833) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.305484902: (+3463)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.305499384: (+14482) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.306548347: (+1048963) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.306551662: (+3315)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.306565069: (+13407) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.306577180: (+12111) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.306587273: (+10093) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.306593977: (+6704)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.306614217: (+20240) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.355683124: (+49068907) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.355686902: (+3778)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.355699939: (+13037) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.355709902: (+9963)  sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.355719884: (+9982)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.355726550: (+6666)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.355745773: (+19223) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.404814384: (+49068611) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.404817735: (+3351)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.404831847: (+14112) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.405880921: (+1049074) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.405884161: (+3240)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.405897680: (+13519) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.405909217: (+11537) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.405919476: (+10259) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.405926180: (+6704)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.405946680: (+20500) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.455015865: (+49069185) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.455019587: (+3722)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.455033883: (+14296) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.456082494: (+1048611) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.456086106: (+3612)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.456099217: (+13111) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.456109346: (+10129) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.456119235: (+9889)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.456126050: (+6815)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.456145087: (+19037) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.505213735: (+49068648) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.505217179: (+3444)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.505231179: (+14000) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.506280642: (+1049463) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.506284309: (+3667)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.506297716: (+13407) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.506309346: (+11630) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.506319457: (+10111) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.506325957: (+6500)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.506346291: (+20334) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.555414401: (+49068110) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.555418068: (+3667)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.555432642: (+14574) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.556481753: (+1049111) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.556485457: (+3704)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.556499364: (+13907) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.556509994: (+10630) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.556519883: (+9889)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.556526698: (+6815)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.556546216: (+19518) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.605614475: (+49068259) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.605618198: (+3723)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.605632586: (+14388) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.606682105: (+1049519) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.606685790: (+3685)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.606699105: (+13315) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.606710531: (+11426) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.606720772: (+10241) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.606727290: (+6518)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.606747105: (+19815) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.655815901: (+49068796) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.655819309: (+3408)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.655833086: (+13777) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.655843679: (+10593) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.655853846: (+10167) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.655860716: (+6870)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.655880234: (+19518) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.704947660: (+49067426) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.704951382: (+3722)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.704965105: (+13723) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.706014660: (+1049555) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.706018253: (+3593)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.706031419: (+13166) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.706043197: (+11778) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.706053586: (+10389) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.706060086: (+6500)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.706079956: (+19870) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.755148549: (+49068593) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.755151901: (+3352)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.755166216: (+14315) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.756215141: (+1048925) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.756218382: (+3241)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.756231493: (+13111) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.756241327: (+9834)  sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.756251160: (+9833)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.756257697: (+6537)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.756276697: (+19000) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.805344141: (+49067444) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.805347456: (+3315)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.805361493: (+14037) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.806410715: (+1049222) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.806414289: (+3574)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.806427345: (+13056) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.806438586: (+11241) sched_switch:         ngrok:555 [120] S ==> ngrok:552 [120]
           ngrok-552   [000] 14462.806448956: (+10370) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-552   [000] 14462.806455493: (+6537)  sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.806475493: (+20000) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.855544252: (+49068759) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.855547641: (+3389)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.855561845: (+14204) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.856610734: (+1048889) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.856614697: (+3963)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:555 [120]
           ngrok-555   [000] 14462.856629474: (+14777) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14462.856632567: (+3093)  sched_switch:         ngrok:555 [120] R ==> ngrok:552 [120]
           ngrok-552   [000] 14462.856646197: (+13630) sched_switch:         ngrok:552 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14462.856717660: (+71463) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.905715641: (+48997981) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.905719159: (+3518)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:552 [120]
           ngrok-552   [000] 14462.905734752: (+15593) sched_switch:         ngrok:552 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14462.906783696: (+1048944) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14462.906786937: (+3241)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:552 [120]
           ngrok-552   [000] 14462.906811511: (+24574) sched_switch:         ngrok:552 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.056367955: (+149556444) sched_wakeup:         trace-cmd:2989 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.056371159: (+3204)  sched_switch:         task_client_B.a:2965 [120] R ==> trace-cmd:2989 [120]
       trace-cmd-2989  [000] 14463.056381140: (+9981)  sched_switch:         trace-cmd:2989 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.093668325: (+37287185) sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.093672751: (+4426)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.093684862: (+12111) sched_switch:         kworker/0:1:2864 [120] W ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.221720695: (+128035833) sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.221724436: (+3741)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.221745455: (+21019) sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.221763806: (+18351) sched_switch:         kworker/0:1:2864 [120] W ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.310561843: (+88798037) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.310565288: (+3445)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.310588343: (+23055) sched_switch:         kworker/u9:3:569 [100] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.310603417: (+15074) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.310607510: (+4093)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.310617436: (+9926)  sched_switch:         kworker/u9:3:569 [100] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.310626288: (+8852)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.310629973: (+3685)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.310661806: (+31833) sched_switch:         kworker/u9:3:569 [100] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.310684917: (+23111) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.310688695: (+3778)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.310699158: (+10463) sched_wakeup:         ksoftirqd/0:12 [120]<CANT FIND FIELD success> CPU:000
    kworker/u9:3-569   [000] 14463.310750565: (+51407) sched_switch:         kworker/u9:3:569 [100] D ==> ksoftirqd/0:12 [120]
     ksoftirqd/0-12    [000] 14463.310763176: (+12611) sched_switch:         ksoftirqd/0:12 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.310773158: (+9982)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.310776936: (+3778)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.310787917: (+10981) sched_switch:         kworker/u9:3:569 [100] W ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.325766028: (+14978111) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.325771899: (+5871)  sched_switch:         task_client_B.a:2965 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000] 14463.325779176: (+7277)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.341770473: (+15991297) sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.341775621: (+5148)  sched_switch:         task_client_B.a:2965 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000] 14463.341789287: (+13666) sched_switch:         brcmf_wdog/mmc1:237 [120] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.341798732: (+9445)  sched_wakeup:         brcmf_wdog/mmc1:237 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.341802621: (+3889)  sched_switch:         task_client_B.a:2965 [120] R ==> brcmf_wdog/mmc1:237 [120]
 brcmf_wdog/mmc1-237   [000] 14463.341809102: (+6481)  sched_switch:         brcmf_wdog/mmc1:237 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.357145102: (+15336000) sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.357149250: (+4148)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357168361: (+19111) sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357193787: (+25426) sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357214991: (+21204) sched_switch:         kworker/0:1:2864 [120] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14463.357223380: (+8389)  sched_wakeup:         kworker/0:1:2864 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14463.357227102: (+3722)  sched_switch:         task_client_B.a:2965 [120] R ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357232676: (+5574)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357238602: (+5926)  sched_switch:         kworker/0:1:2864 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.357243917: (+5315)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357247528: (+3611)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357249713: (+2185)  sched_switch:         kworker/0:1:2864 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.357260213: (+10500) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357269195: (+8982)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357272843: (+3648)  sched_switch:         kworker/0:1:2864 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.357281732: (+8889)  sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357290287: (+8555)  sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357293676: (+3389)  sched_switch:         kworker/0:1:2864 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.357317158: (+23482) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357329954: (+12796) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357333621: (+3667)  sched_switch:         kworker/0:1:2864 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.357351695: (+18074) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357363454: (+11759) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2864  [000] 14463.357367602: (+4148)  sched_switch:         kworker/0:1:2864 [120] R ==> kworker/u9:3:569 [100]
    kworker/u9:3-569   [000] 14463.357427935: (+60333) sched_switch:         kworker/u9:3:569 [100] D ==> kworker/0:1:2864 [120]
     kworker/0:1-2864  [000] 14463.357441658: (+13723) sched_wakeup:         kworker/u9:3:569 [100]<CANT FIND FIELD success> CPU:000
