CPU 3 is empty
cpus=4
       trace-cmd-2457  [001]  9116.195626204:          sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-2393  [001]  9116.655494573: (+905686) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
 task_client_B.a-2397  [000]  9116.655772498: (+277925) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
 task_client_A.a-2395  [002]  9116.658182924: (+2410426) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
          stress-2463  [001]  9116.659600239: (+1417315) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2468  [000]  9116.659601461: (+1222)  sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9116.662806776: (+3205315) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2459  [002]  9116.663599258: (+792482) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9116.663787943: (+188685) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2466  [001]  9116.664047239: (+259296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9116.664052165: (+4926)  sched_switch:         stress:2466 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9116.664071628: (+19463) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9116.664731572: (+659944) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2462  [001]  9116.667628776: (+2897204) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2461  [000]  9116.667629276: (+500)   sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9116.669465906: (+1836630) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
   task_server.a-2393  [001]  9116.670222906: (+757000) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_B.a-2397  [000]  9116.671824239: (+1601333) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2465  [000]  9116.675600998: (+3776759) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
          stress-2460  [002]  9116.675602276: (+1278)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
          stress-2466  [001]  9116.675602572: (+296)   sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9116.679759961: (+4157389) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2468  [000]  9116.679771202: (+11241) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.679778572: (+7370)  sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9116.680096461: (+317889) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
 task_client_A.a-2395  [002]  9116.682290869: (+2194408) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2467  [001]  9116.683629628: (+1338759) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2461  [000]  9116.683631165: (+1537)  sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9116.686884646: (+3253481) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
          stress-2464  [002]  9116.687624517: (+739871) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9116.687627998: (+3481)  sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2397  [000]  9116.687635739: (+7741)  sched_switch:         task_client_B.a:2397 [120] R ==> kworker/0:1:2177 [120]
     kworker/0:1-2177  [000]  9116.687672295: (+36556) sched_wakeup:         kworker/0:1:2177 [120]<CANT FIND FIELD success> CPU:000
     kworker/0:1-2177  [000]  9116.687703332: (+31037) sched_switch:         kworker/0:1:2177 [120] W ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.687969609: (+266277) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2462  [001]  9116.691599702: (+3630093) sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
          stress-2465  [000]  9116.691602869: (+3167)  sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9116.693436776: (+1833907) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9116.695440498: (+2003722) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9116.695464628: (+24130) sched_switch:         stress:2463 [120] D ==> stress:2467 [120]
 task_client_B.a-2397  [000]  9116.695696295: (+231667) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2467  [001]  9116.699599628: (+3903333) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2459  [002]  9116.699600517: (+889)   sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2465  [000]  9116.699608202: (+7685)  sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
   task_server.a-2393  [001]  9116.702800424: (+3192222) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
 task_client_B.a-2397  [000]  9116.702818146: (+17722) sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
          stress-2466  [001]  9116.702885480: (+67334) sched_switch:         stress:2466 [120] D ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9116.703605406: (+719926) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9116.703610072: (+4666)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9116.703655832: (+45760) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
          stress-2462  [001]  9116.703971720: (+315888) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9116.703975054: (+3334)  sched_switch:         stress:2462 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9116.703994572: (+19518) sched_switch:         ngrok:515 [120] S ==> task_server.a:2393 [120]
 task_client_B.a-2397  [000]  9116.704159776: (+165204) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
   task_server.a-2393  [001]  9116.704171498: (+11722) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2468  [000]  9116.704211461: (+39963) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.704266998: (+55537) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
   task_server.a-2393  [001]  9116.704651295: (+384297) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9116.704687332: (+36037) sched_switch:         stress:2463 [120] D ==> task_server.a:2393 [120]
 task_client_A.a-2395  [002]  9116.704702406: (+15074) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9116.704706869: (+4463)  sched_switch:         task_client_A.a:2395 [120] R ==> ngrok:517 [120]
           ngrok-517   [002]  9116.704740758: (+33889) sched_wakeup:         ngrok:552 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002]  9116.704771850: (+31092) sched_switch:         ngrok:517 [120] S ==> ngrok:552 [120]
           ngrok-552   [002]  9116.704798609: (+26759) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-552   [002]  9116.704815332: (+16723) sched_switch:         ngrok:552 [120] S ==> ngrok:517 [120]
           ngrok-517   [002]  9116.704862276: (+46944) sched_switch:         ngrok:517 [120] S ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9116.705345887: (+483611) sched_switch:         task_server.a:2393 [120] R ==> stress:2462 [120]
 task_client_A.a-2395  [002]  9116.706462961: (+1117074) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2462  [001]  9116.706496017: (+33056) sched_wakeup:         stress:2466 [120]<CANT FIND FIELD success> CPU:001
          stress-2462  [001]  9116.706502591: (+6574)  sched_switch:         stress:2462 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9116.707168295: (+665704) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2461  [000]  9116.707195961: (+27666) sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
          stress-2461  [000]  9116.707206887: (+10926) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.707633887: (+427000) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2397  [000]  9116.707639258: (+5371)  sched_switch:         task_client_B.a:2397 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9116.707660165: (+20907) sched_switch:         rcu_preempt:13 [120] W ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.710723091: (+3062926) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2468  [000]  9116.710730091: (+7000)  sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.710734739: (+4648)  sched_wakeup:         stress:2468 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2397  [000]  9116.710741387: (+6648)  sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2466  [001]  9116.710752035: (+10648) sched_wakeup:         stress:2463 [120]<CANT FIND FIELD success> CPU:001
          stress-2466  [001]  9116.710756406: (+4371)  sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9116.711608109: (+851703) sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
   task_server.a-2393  [001]  9116.714010369: (+2402260) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2463  [001]  9116.714049961: (+39592) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-2463  [001]  9116.714054720: (+4759)  sched_switch:         stress:2463 [120] R ==> ngrok:515 [120]
           ngrok-515   [001]  9116.714080739: (+26019) sched_switch:         ngrok:515 [120] S ==> stress:2463 [120]
          stress-2468  [000]  9116.715606239: (+1525500) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:000
          stress-2468  [000]  9116.715611295: (+5056)  sched_switch:         stress:2468 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [000]  9116.715626128: (+14833) sched_switch:         rcu_preempt:13 [120] W ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9116.716975591: (+1349463) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
          stress-2463  [001]  9116.719622665: (+2647074) sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9116.719627035: (+4370)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
          stress-2464  [002]  9116.719639109: (+12074) sched_switch:         stress:2464 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9116.719663332: (+24223) sched_switch:         kworker/2:1:2180 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9116.719670850: (+7518)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9116.719674239: (+3389)  sched_switch:         task_client_A.a:2395 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9116.719684517: (+10278) sched_switch:         kworker/2:1:2180 [120] D ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9116.719691165: (+6648)  sched_wakeup:         kworker/2:1:2180 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9116.719693683: (+2518)  sched_switch:         task_client_A.a:2395 [120] R ==> kworker/2:1:2180 [120]
     kworker/2:1-2180  [002]  9116.719705832: (+12149) sched_switch:         kworker/2:1:2180 [120] W ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9116.720836813: (+1130981) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
 task_client_A.a-2395  [002]  9116.722412387: (+1575574) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2459 [120]
   task_server.a-2393  [001]  9116.723487869: (+1075482) sched_switch:         task_server.a:2393 [120] R ==> stress:2463 [120]
          stress-2468  [000]  9116.723603535: (+115666) sched_switch:         stress:2468 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.726562443: (+2958908) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2461 [120]
          stress-2459  [002]  9116.727603906: (+1041463) sched_switch:         stress:2459 [120] R ==> task_client_A.a:2395 [120]
          stress-2463  [001]  9116.727607813: (+3907)  sched_switch:         stress:2463 [120] R ==> task_server.a:2393 [120]
   task_server.a-2393  [001]  9116.731491072: (+3883259) sched_switch:         task_server.a:2393 [120] R ==> stress:2466 [120]
          stress-2461  [000]  9116.731621239: (+130167) sched_switch:         stress:2461 [120] R ==> task_client_B.a:2397 [120]
 task_client_A.a-2395  [002]  9116.733016739: (+1395500) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2460 [120]
          stress-2466  [001]  9116.735604369: (+2587630) sched_switch:         stress:2466 [120] R ==> task_server.a:2393 [120]
          stress-2460  [002]  9116.735605572: (+1203)  sched_switch:         stress:2460 [120] R ==> task_client_A.a:2395 [120]
 task_client_B.a-2397  [000]  9116.737053424: (+1447852) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2468 [120]
          stress-2468  [000]  9116.737082128: (+28704) sched_switch:         stress:2468 [120] D ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.737113535: (+31407) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
 task_client_A.a-2395  [002]  9116.738307813: (+1194278) sched_switch:         task_client_A.a:2395 [120] R ==> stress:2464 [120]
   task_server.a-2393  [001]  9116.738813906: (+506093) sched_switch:         task_server.a:2393 [120] R ==> stress:2467 [120]
          stress-2465  [000]  9116.739613535: (+799629) sched_switch:         stress:2465 [120] R ==> task_client_B.a:2397 [120]
 task_client_B.a-2397  [000]  9116.742475720: (+2862185) sched_switch:         task_client_B.a:2397 [120] R ==> stress:2465 [120]
          stress-2467  [001]  9116.743605646: (+1129926) sched_switch:         stress:2467 [120] R ==> task_server.a:2393 [120]
          stress-2464  [002]  9116.743622387: (+16741) sched_switch:         stress:2464 [120] R ==> task_client_A.a:2395 [120]
 task_client_A.a-2395  [002]  9116.745505498: (+1883111) sched_wakeup:         avahi-daemon:382 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2395  [002]  9116.745510554: (+5056)  sched_switch:         task_client_A.a:2395 [120] R ==> avahi-daemon:382 [120]
