CPU 3 is empty
cpus=4
          stress-3035  [001] 14483.547264081:          sched_wakeup:         kworker/u8:2:2863 [120]<CANT FIND FIELD success> CPU:001
           ngrok-555   [000] 14484.412610763: (+18112) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.412686948: (+76185) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
 task_client_A.a-2963  [001] 14484.413512003: (+825055) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
   task_server.a-2961  [002] 14484.414285837: (+773834) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
          stress-3032  [001] 14484.416086040: (+1800203) sched_switch:         stress:3032 [120] R ==> task_client_A.a:2963 [120]
          stress-3034  [000] 14484.416089522: (+3482)  sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.418048855: (+1959333) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3028 [120]
 task_client_B.a-2965  [000] 14484.419635559: (+1586704) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
          stress-3031  [002] 14484.420073374: (+437815) sched_wakeup:         kworker/2:2:2856 [120]<CANT FIND FIELD success> CPU:002
          stress-3031  [002] 14484.420083522: (+10148) sched_switch:         stress:3031 [120] R ==> kworker/2:2:2856 [120]
     kworker/2:2-2856  [002] 14484.420109855: (+26333) sched_switch:         kworker/2:2:2856 [120] W ==> task_server.a:2961 [120]
          stress-3028  [001] 14484.422507392: (+2397537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3028  [001] 14484.422512337: (+4945)  sched_switch:         stress:3028 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.422536670: (+24333) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
          stress-3030  [000] 14484.424075300: (+1538630) sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.425114429: (+1039129) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
 task_client_A.a-2963  [001] 14484.425993503: (+879074) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
          stress-3033  [002] 14484.428062411: (+2068908) sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
 task_client_B.a-2965  [000] 14484.428750911: (+688500) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
   task_server.a-2961  [002] 14484.431796225: (+3045314) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
          stress-3035  [001] 14484.432061244: (+265019) sched_switch:         stress:3035 [120] R ==> task_client_A.a:2963 [120]
          stress-3034  [000] 14484.432063114: (+1870)  sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.435549059: (+3485945) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3031  [002] 14484.436068170: (+519111) sched_switch:         stress:3031 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.436805911: (+737741) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
   task_server.a-2961  [002] 14484.439923744: (+3117833) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
          stress-3036  [002] 14484.440062781: (+139037) sched_switch:         stress:3036 [120] D ==> task_server.a:2961 [120]
          stress-3032  [001] 14484.440098003: (+35222) sched_switch:         stress:3032 [120] R ==> task_client_A.a:2963 [120]
          stress-3029  [000] 14484.440100022: (+2019)  sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.441348799: (+1248777) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
 task_client_A.a-2963  [001] 14484.442687392: (+1338593) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
          stress-3033  [002] 14484.444067966: (+1380574) sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
 task_client_B.a-2965  [000] 14484.444955003: (+887037) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3034  [000] 14484.444979966: (+24963) sched_switch:         stress:3034 [120] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.445005170: (+25204) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
   task_server.a-2961  [002] 14484.446555040: (+1549870) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
          stress-3031  [002] 14484.446574040: (+19000) sched_wakeup:         stress:3036 [120]<CANT FIND FIELD success> CPU:002
          stress-3031  [002] 14484.446577077: (+3037)  sched_switch:         stress:3031 [120] R ==> stress:3036 [120]
          stress-3030  [000] 14484.446592670: (+15593) sched_wakeup:         stress:3034 [120]<CANT FIND FIELD success> CPU:000
          stress-3027  [001] 14484.448064374: (+1471704) sched_switch:         stress:3027 [120] R ==> task_client_A.a:2963 [120]
          stress-3030  [000] 14484.448066299: (+1925)  sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.451439948: (+3373649) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3036  [002] 14484.452068744: (+628796) sched_switch:         stress:3036 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.452342151: (+273407) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3028 [120]
          stress-3034  [000] 14484.456067725: (+3725574) sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
          stress-3028  [001] 14484.456068781: (+1056)  sched_switch:         stress:3028 [120] R ==> task_client_A.a:2963 [120]
   task_server.a-2961  [002] 14484.458296281: (+2227500) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
 task_client_A.a-2963  [001] 14484.459030448: (+734167) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
 task_client_B.a-2965  [000] 14484.461021744: (+1991296) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3029  [000] 14484.461679448: (+657704) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
          stress-3029  [000] 14484.461700225: (+20777) sched_switch:         stress:3029 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.461768096: (+67871) sched_switch:         ngrok:517 [120] S ==> task_client_B.a:2965 [120]
          stress-3032  [001] 14484.462446892: (+678796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-2965  [000] 14484.462456003: (+9111)  sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3032  [001] 14484.462458114: (+2111)  sched_switch:         stress:3032 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.462488744: (+30630) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
          stress-3029  [000] 14484.462810614: (+321870) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
          stress-3029  [000] 14484.462818040: (+7426)  sched_switch:         stress:3029 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.462855485: (+37445) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14484.462882281: (+26796) sched_switch:         ngrok:517 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14484.462906762: (+24481) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14484.462922003: (+15241) sched_switch:         ngrok:555 [120] S ==> ngrok:517 [120]
           ngrok-517   [000] 14484.462951670: (+29667) sched_switch:         ngrok:517 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.463330873: (+379203) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3031  [002] 14484.464086799: (+755926) sched_switch:         stress:3031 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.465199929: (+1113130) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
          stress-3035  [001] 14484.468084170: (+2884241) sched_switch:         stress:3035 [120] R ==> task_client_A.a:2963 [120]
          stress-3029  [000] 14484.468087059: (+2889)  sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.469190410: (+1103351) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
 task_client_A.a-2963  [001] 14484.470375559: (+1185149) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
          stress-3033  [002] 14484.472073096: (+1697537) sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
          stress-3027  [001] 14484.472541707: (+468611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3027  [001] 14484.472545022: (+3315)  sched_switch:         stress:3027 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.472564188: (+19166) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.473162910: (+598722) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
 task_client_A.a-2963  [001] 14484.474295059: (+1132149) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3028 [120]
   task_server.a-2961  [002] 14484.475787262: (+1492203) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
          stress-3030  [000] 14484.476072744: (+285482) sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.479204485: (+3131741) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3028  [001] 14484.480073966: (+869481) sched_switch:         stress:3028 [120] R ==> task_client_A.a:2963 [120]
          stress-3036  [002] 14484.480076281: (+2315)  sched_switch:         stress:3036 [120] R ==> task_server.a:2961 [120]
          stress-3034  [000] 14484.484074633: (+3998352) sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.484740225: (+665592) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
   task_server.a-2961  [002] 14484.485040781: (+300556) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
          stress-3032  [001] 14484.488109151: (+3068370) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-3033  [002] 14484.488112244: (+3093)  sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
          stress-3032  [001] 14484.488120725: (+8481)  sched_switch:         stress:3032 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14484.488145392: (+24667) sched_switch:         rcu_preempt:13 [120] W ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.489346522: (+1201130) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
   task_server.a-2961  [002] 14484.490619447: (+1272925) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
 task_client_A.a-2963  [001] 14484.490860651: (+241204) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
          stress-3030  [000] 14484.492079929: (+1219278) sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.495041670: (+2961741) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3035  [001] 14484.496086707: (+1045037) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-3035  [001] 14484.496093022: (+6315)  sched_switch:         stress:3035 [120] R ==> rcu_preempt:13 [120]
          stress-3031  [002] 14484.496093540: (+518)   sched_switch:         stress:3031 [120] R ==> task_server.a:2961 [120]
     rcu_preempt-13    [001] 14484.496116984: (+23444) sched_switch:         rcu_preempt:13 [120] W ==> task_client_A.a:2963 [120]
          stress-3029  [000] 14484.500104021: (+3987037) sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.500358003: (+253982) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
   task_server.a-2961  [002] 14484.502421244: (+2063241) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
          stress-3027  [001] 14484.504079818: (+1658574) sched_switch:         stress:3027 [120] R ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.505610596: (+1530778) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
 task_client_A.a-2963  [001] 14484.507118614: (+1508018) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
          stress-3034  [000] 14484.508088540: (+969926) sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
          stress-3036  [002] 14484.508088984: (+444)   sched_switch:         stress:3036 [120] R ==> task_server.a:2961 [120]
 task_client_B.a-2965  [000] 14484.510789299: (+2700315) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
          stress-3030  [000] 14484.512027558: (+1238259) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
          stress-3030  [000] 14484.512039596: (+12038) sched_switch:         stress:3030 [120] R ==> ngrok:517 [120]
          stress-3032  [001] 14484.512102873: (+63277) sched_switch:         stress:3032 [120] R ==> task_client_A.a:2963 [120]
           ngrok-517   [000] 14484.512116614: (+13741) sched_switch:         ngrok:517 [120] S ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.512450818: (+334204) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14484.512455336: (+4518)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.512476503: (+21167) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.513158466: (+681963) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14484.513162540: (+4074)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.513188762: (+26222) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14484.513214170: (+25408) sched_switch:         ngrok:517 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14484.513231410: (+17240) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.513531910: (+300500) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
   task_server.a-2961  [002] 14484.514375262: (+843352) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
          stress-3030  [000] 14484.516093188: (+1717926) sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.516208966: (+115778) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
 task_client_B.a-2965  [000] 14484.518894318: (+2685352) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3033  [002] 14484.520082114: (+1187796) sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
          stress-3027  [001] 14484.520082984: (+870)   sched_switch:         stress:3027 [120] R ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14484.522527762: (+2444778) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14484.522531577: (+3815)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.522543392: (+11815) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14484.523274133: (+730741) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3028 [120]
          stress-3034  [000] 14484.524083910: (+809777) sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.526297151: (+2213241) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
          stress-3028  [001] 14484.528086484: (+1789333) sched_switch:         stress:3028 [120] R ==> task_client_A.a:2963 [120]
          stress-3031  [002] 14484.528121466: (+34982) sched_switch:         stress:3031 [120] D ==> task_server.a:2961 [120]
 task_client_B.a-2965  [000] 14484.529758910: (+1637444) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
   task_server.a-2961  [002] 14484.530609818: (+850908) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
          stress-3036  [002] 14484.530637318: (+27500) sched_switch:         stress:3036 [120] D ==> stress:3033 [120]
 task_client_A.a-2963  [001] 14484.532033225: (+1395907) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
          stress-3029  [000] 14484.532100521: (+67296) sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.534654021: (+2553500) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
          stress-3035  [001] 14484.536085429: (+1431408) sched_switch:         stress:3035 [120] R ==> task_client_A.a:2963 [120]
          stress-3033  [002] 14484.536086244: (+815)   sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.539425910: (+3339666) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
          stress-3030  [000] 14484.540087040: (+661130) sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.542312281: (+2225241) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
          stress-3032  [001] 14484.544109095: (+1796814) sched_switch:         stress:3032 [120] R ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.545961077: (+1851982) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
 task_client_A.a-2963  [001] 14484.547881244: (+1920167) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
          stress-3033  [002] 14484.548092855: (+211611) sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
          stress-3027  [001] 14484.552096688: (+4003833) sched_switch:         stress:3027 [120] R ==> task_client_A.a:2963 [120]
          stress-3029  [000] 14484.552108725: (+12037) sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.554389855: (+2281130) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
 task_client_A.a-2963  [001] 14484.555358392: (+968537) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
 task_client_B.a-2965  [000] 14484.558542947: (+3184555) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3034  [000] 14484.558623410: (+80463) sched_switch:         stress:3034 [120] D ==> task_client_B.a:2965 [120]
 task_client_B.a-2965  [000] 14484.558707855: (+84445) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
          stress-3035  [001] 14484.560090336: (+1382481) sched_switch:         stress:3035 [120] R ==> task_client_A.a:2963 [120]
          stress-3033  [002] 14484.560091114: (+778)   sched_switch:         stress:3033 [120] R ==> task_server.a:2961 [120]
          stress-3030  [000] 14484.562281262: (+2190148) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
          stress-3030  [000] 14484.562284799: (+3537)  sched_switch:         stress:3030 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.562326781: (+41982) sched_switch:         ngrok:517 [120] S ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.562461614: (+134833) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-2963  [001] 14484.562465743: (+4129)  sched_switch:         task_client_A.a:2963 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.562486410: (+20667) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.563372299: (+885889) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14484.563376929: (+4630)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.563403762: (+26833) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14484.563427466: (+23704) sched_switch:         ngrok:517 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14484.563448762: (+21296) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
           ngrok-555   [000] 14484.563462447: (+13685) sched_switch:         ngrok:555 [120] S ==> ngrok:517 [120]
           ngrok-517   [000] 14484.563490966: (+28519) sched_switch:         ngrok:517 [120] S ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.563720021: (+229055) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3028 [120]
   task_server.a-2961  [002] 14484.563735355: (+15334) sched_wakeup:         stress:3031 [120]<CANT FIND FIELD success> CPU:002
 task_client_B.a-2965  [000] 14484.566069373: (+2334018) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3028  [001] 14484.568108280: (+2038907) sched_switch:         stress:3028 [120] R ==> task_client_A.a:2963 [120]
   task_server.a-2961  [002] 14484.568825966: (+717686) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
          stress-3031  [002] 14484.568844910: (+18944) sched_wakeup:         stress:3036 [120]<CANT FIND FIELD success> CPU:002
 task_client_A.a-2963  [001] 14484.571369984: (+2525074) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
          stress-3031  [002] 14484.572113132: (+743148) sched_switch:         stress:3031 [120] R ==> task_server.a:2961 [120]
          stress-3029  [000] 14484.572115021: (+1889)  sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
          stress-3032  [001] 14484.572542077: (+427056) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3032  [001] 14484.572547447: (+5370)  sched_switch:         stress:3032 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.572574188: (+26741) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14484.573427058: (+852870) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
   task_server.a-2961  [002] 14484.575868836: (+2441778) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
 task_client_B.a-2965  [000] 14484.575882780: (+13944) sched_wakeup:         stress:3034 [120]<CANT FIND FIELD success> CPU:000
          stress-3027  [001] 14484.576098206: (+215426) sched_switch:         stress:3027 [120] R ==> task_client_A.a:2963 [120]
 task_client_A.a-2963  [001] 14484.578035225: (+1937019) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3032 [120]
 task_client_B.a-2965  [000] 14484.578342892: (+307667) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3036  [002] 14484.580113392: (+1770500) sched_switch:         stress:3036 [120] R ==> task_server.a:2961 [120]
   task_server.a-2961  [002] 14484.583912836: (+3799444) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
          stress-3034  [000] 14484.584112058: (+199222) sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
          stress-3032  [001] 14484.584112373: (+315)   sched_switch:         stress:3032 [120] R ==> task_client_A.a:2963 [120]
          stress-3031  [002] 14484.588098799: (+3986426) sched_switch:         stress:3031 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.588584021: (+485222) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
 task_client_B.a-2965  [000] 14484.589967114: (+1383093) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3030 [120]
          stress-3035  [001] 14484.592100188: (+2133074) sched_switch:         stress:3035 [120] R ==> task_client_A.a:2963 [120]
   task_server.a-2961  [002] 14484.593108836: (+1008648) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
 task_client_A.a-2963  [001] 14484.594733447: (+1624611) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3028 [120]
          stress-3030  [000] 14484.596098503: (+1365056) sched_switch:         stress:3030 [120] R ==> task_client_B.a:2965 [120]
          stress-3036  [002] 14484.596102836: (+4333)  sched_switch:         stress:3036 [120] R ==> task_server.a:2961 [120]
   task_server.a-2961  [002] 14484.598590484: (+2487648) sched_switch:         task_server.a:2961 [120] R ==> stress:3036 [120]
          stress-3028  [001] 14484.600101095: (+1510611) sched_switch:         stress:3028 [120] R ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.602405947: (+2304852) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3034 [120]
          stress-3036  [002] 14484.604102743: (+1696796) sched_switch:         stress:3036 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.604180743: (+78000) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
          stress-3027  [001] 14484.608102225: (+3921482) sched_switch:         stress:3027 [120] R ==> task_client_A.a:2963 [120]
          stress-3034  [000] 14484.608103058: (+833)   sched_switch:         stress:3034 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.610310725: (+2207667) sched_switch:         task_server.a:2961 [120] R ==> stress:3031 [120]
 task_client_A.a-2963  [001] 14484.611111077: (+800352) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
 task_client_B.a-2965  [000] 14484.611557577: (+446500) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14484.611561743: (+4166)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.611601725: (+39982) sched_switch:         ngrok:517 [120] S ==> task_client_B.a:2965 [120]
          stress-3035  [001] 14484.612475336: (+873611) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3035  [001] 14484.612479077: (+3741)  sched_switch:         stress:3035 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.612496003: (+16926) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
 task_client_B.a-2965  [000] 14484.612643614: (+147611) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:000
 task_client_B.a-2965  [000] 14484.612647299: (+3685)  sched_switch:         task_client_B.a:2965 [120] R ==> ngrok:517 [120]
           ngrok-517   [000] 14484.612670577: (+23278) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:000
           ngrok-517   [000] 14484.612691891: (+21314) sched_switch:         ngrok:517 [120] S ==> ngrok:555 [120]
           ngrok-555   [000] 14484.612707280: (+15389) sched_switch:         ngrok:555 [120] S ==> task_client_B.a:2965 [120]
 task_client_A.a-2963  [001] 14484.613559391: (+852111) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3035 [120]
 task_client_B.a-2965  [000] 14484.614186447: (+627056) sched_switch:         task_client_B.a:2965 [120] R ==> stress:3029 [120]
          stress-3035  [001] 14484.616114095: (+1927648) sched_switch:         stress:3035 [120] R ==> task_client_A.a:2963 [120]
          stress-3031  [002] 14484.616117577: (+3482)  sched_switch:         stress:3031 [120] R ==> task_server.a:2961 [120]
 task_client_A.a-2963  [001] 14484.618117299: (+1999722) sched_switch:         task_client_A.a:2963 [120] R ==> stress:3027 [120]
          stress-3029  [000] 14484.620135891: (+2018592) sched_switch:         stress:3029 [120] R ==> task_client_B.a:2965 [120]
   task_server.a-2961  [002] 14484.622407132: (+2271241) sched_switch:         task_server.a:2961 [120] R ==> stress:3033 [120]
          stress-3027  [001] 14484.622553262: (+146130) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3027  [001] 14484.622556928: (+3666)  sched_switch:         stress:3027 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14484.622576688: (+19760) sched_switch:         ngrok:515 [120] S ==> task_client_A.a:2963 [120]
