CPU 3 is empty
cpus=4
 task_client_B.a-3362  [001] 14786.320756129:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.767756087: (+2365482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.767763716: (+7629)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.767784679: (+20963) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.769251328: (+1466649) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.773380716: (+4129388) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.776759383: (+3378667) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.777839031: (+1079648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14787.777847957: (+8926)  sched_switch:         stress:3428 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.777875383: (+27426) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.778758309: (+882926) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.781398790: (+2640481) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.783559568: (+2160778) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.789384068: (+5824500) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.794171679: (+4787611) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.794184068: (+12389) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.794196142: (+12074) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.797398587: (+3202445) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.800119087: (+2720500) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.800171624: (+52537) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.800212031: (+40407) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.805385050: (+5173019) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.809885550: (+4500500) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.809897272: (+11722) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14787.809900105: (+2833)  sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.809910013: (+9908)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.809917087: (+7074)  sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14787.813397235: (+3480148) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.816271087: (+2873852) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.817755457: (+1484370) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14787.817760272: (+4815)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.817780142: (+19870) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.819006642: (+1226500) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.821386087: (+2379445) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.823353438: (+1967351) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.827830513: (+4477075) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14787.827835050: (+4537)  sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.827846920: (+11870) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.831546438: (+3699518) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.837384864: (+5838426) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.842207124: (+4822260) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.842268587: (+61463) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.842318475: (+49888) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.842358864: (+40389) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.842394698: (+35834) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.845399012: (+3004314) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.848026142: (+2627130) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.851767642: (+3741500) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14787.851772198: (+4556)  sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.855082327: (+3310129) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.855087753: (+5426)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14787.857402401: (+2314648) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.859296309: (+1893908) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.859343642: (+47333) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.859383420: (+39778) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.859403827: (+20407) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.859420031: (+16204) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.865385290: (+5965259) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.867754475: (+2369185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.867761253: (+6778)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.867777290: (+16037) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.870818661: (+3041371) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.870855772: (+37111) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.870886753: (+30981) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.871159068: (+272315) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14787.871161716: (+2648)  sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.871425420: (+263704) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.871431809: (+6389)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14787.877398809: (+5967000) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.877833772: (+434963) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.877838809: (+5037)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.877858920: (+20111) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.883184938: (+5326018) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.883194105: (+9167)  sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14787.889397957: (+6203852) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.894521753: (+5123796) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.897390031: (+2868278) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.899758290: (+2368259) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.905389086: (+5630796) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.910047494: (+4658408) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.913406309: (+3358815) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.916177957: (+2771648) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.917759531: (+1581574) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14787.917764253: (+4722)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.917780271: (+16018) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.919088734: (+1308463) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.921425086: (+2336352) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.923367253: (+1942167) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.927837271: (+4470018) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14787.927842401: (+5130)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.927862531: (+20130) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.931572531: (+3710000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.937390605: (+5818074) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.942219364: (+4828759) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.945401216: (+3181852) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.948044734: (+2643518) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.953392475: (+5347741) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.957834364: (+4441889) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.957864234: (+29870) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.957891845: (+27611) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.961401845: (+3510000) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.964400382: (+2998537) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.964442216: (+41834) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.964480068: (+37852) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.966834142: (+2354074) sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14787.966837827: (+3685)  sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.967762308: (+924481) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.967766253: (+3945)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.967782382: (+16129) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.968889382: (+1107000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.968895734: (+6352)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14787.973393493: (+4497759) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.977084901: (+3691408) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.977833697: (+748796) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14787.977837975: (+4278)  sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.977848697: (+10722) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.978463475: (+614778) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.981400345: (+2936870) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.983813271: (+2412926) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14787.989392530: (+5579259) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.993997104: (+4604574) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.997408623: (+3411519) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.000219216: (+2810593) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.005398160: (+5178944) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.009662160: (+4264000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.013396178: (+3734018) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.016492790: (+3096612) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.017767641: (+1274851) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.017777234: (+9593)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14788.017804697: (+27463) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.018857901: (+1053204) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.021421345: (+2563444) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.023534771: (+2113426) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.027859956: (+4325185) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.027865030: (+5074)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14788.027890123: (+25093) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.031471197: (+3581074) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14788.033421882: (+1950685) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14788.033427790: (+5908)  sched_switch:         stress:3427 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14788.033467623: (+39833) sched_switch:         kworker/u8:1:2871 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.035079975: (+1612352) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.037402271: (+2322296) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.039326715: (+1924444) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14788.045411660: (+6084945) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.050450771: (+5039111) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.053411956: (+2961185) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.055874956: (+2463000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.055933845: (+58889) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.055987493: (+53648) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.056013289: (+25796) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.056033956: (+20667) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.056052067: (+18111) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14788.061399252: (+5347185) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.065922734: (+4523482) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.067638475: (+1715741) sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14788.067769363: (+130888) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14788.067779438: (+10075) sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14788.067808678: (+29240) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.069362400: (+1553722) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.069418512: (+56112) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.069424400: (+5888)  sched_switch:         stress:3433 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14788.069443049: (+18649) sched_switch:         kworker/1:2:2867 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.069488493: (+45444) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.073400956: (+3912463) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.076595178: (+3194222) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.076612900: (+17722) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.076625808: (+12908) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.076633104: (+7296)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.077857308: (+1224204) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.077861752: (+4444)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14788.077877900: (+16148) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.078884789: (+1006889) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.081399641: (+2514852) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.083453826: (+2054185) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.089423715: (+5969889) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.094304512: (+4880797) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14788.097413271: (+3108759) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.099962937: (+2549666) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.105412678: (+5449741) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.105444326: (+31648) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14788.105449086: (+4760)  sched_switch:         task_client_B.a:3362 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14788.105470419: (+21333) sched_switch:         rcu_preempt:13 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.109930734: (+4460315) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.110010178: (+79444) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.110075882: (+65704) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14788.113409660: (+3333778) sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14788.113414215: (+4555)  sched_switch:         stress:3427 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14788.113430474: (+16259) sched_switch:         rcu_preempt:13 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.116218734: (+2788260) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.116242900: (+24166) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.116265160: (+22260) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14788.117768808: (+1503648) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14788.117772252: (+3444)  sched_switch:         stress:3427 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14788.117791937: (+19685) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.119073178: (+1281241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.119080641: (+7463)  sched_wakeup:         rcu_preempt:13 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.119083382: (+2741)  sched_switch:         stress:3433 [120] R ==> rcu_preempt:13 [120]
     rcu_preempt-13    [001] 14788.119093474: (+10092) sched_switch:         rcu_preempt:13 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.119100567: (+7093)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.119105067: (+4500)  sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.119107789: (+2722)  sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.119114345: (+6556)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.119185345: (+71000) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14788.121405308: (+2219963) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.123270752: (+1865444) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14788.127847030: (+4576278) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14788.127854530: (+7500)  sched_switch:         stress:3428 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14788.127874141: (+19611) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.131599382: (+3725241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.131690734: (+91352) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.131762585: (+71851) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.131777771: (+15186) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14788.131783660: (+5889)  sched_switch:         stress:3433 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14788.131814419: (+30759) sched_switch:         kworker/u8:1:2871 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.131827085: (+12666) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.131855345: (+28260) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.131880493: (+25148) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3427  [001] 14788.136282474: (+4401981) sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14788.136283974: (+1500)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14788.136287178: (+3204)  sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.140025419: (+3738241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14788.140031493: (+6074)  sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14788.140038752: (+7259)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14788.140078011: (+39259) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14788.140083085: (+5074)  sched_switch:         stress:3431 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14788.140215659: (+132574) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14788.140219882: (+4223)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
