CPU 3 is empty
cpus=4
 task_client_B.a-3362  [001] 14786.320756129:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.164371337: (+2856796) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.167885207: (+3513870) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.167891226: (+6019)  sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.167911985: (+20759) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.170834281: (+2922296) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.173529318: (+2695037) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.175771152: (+2241834) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.177966707: (+2195555) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14790.177971485: (+4778)  sched_switch:         stress:3428 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.177990115: (+18630) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.179815392: (+1825277) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.185520652: (+5705260) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.190267281: (+4746629) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.193519355: (+3252074) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.196225392: (+2706037) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.201517522: (+5292130) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.205923059: (+4405537) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.209533040: (+3609981) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.212531744: (+2998704) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.217531337: (+4999593) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.217888763: (+357426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.217892689: (+3926)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.217911800: (+19111) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.221712800: (+3801000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.225521911: (+3809111) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.227968207: (+2446296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.227974948: (+6741)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.227999300: (+24352) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.228723466: (+724166) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.233517614: (+4794148) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.237509170: (+3991556) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.241530207: (+4021037) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.244875966: (+3345759) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.244938096: (+62130) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.244987522: (+49426) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.245013448: (+25926) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.245035929: (+22481) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.249520985: (+4485056) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.253269096: (+3748111) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.253281559: (+12463) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3425  [001] 14790.257544651: (+4263092) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.261300651: (+3756000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.261333522: (+32871) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.261432337: (+98815) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.261541985: (+109648) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.261584096: (+42111) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.261619781: (+35685) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.261627855: (+8074)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3425  [001] 14790.261630985: (+3130)  sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.261637725: (+6740)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.261642429: (+4704)  sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.265538614: (+3896185) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.267890522: (+2351908) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.267894670: (+4148)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.267913688: (+19018) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.268804688: (+891000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.273521448: (+4716760) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.277445874: (+3924426) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.277964003: (+518129) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.277969503: (+5500)  sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.277980725: (+11222) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.278409059: (+428334) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.281533374: (+3124315) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.284135355: (+2601981) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.289523170: (+5387815) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.294015207: (+4492037) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.297548077: (+3532870) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.300481818: (+2933741) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.305521485: (+5039667) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.309716651: (+4195166) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.313525262: (+3808611) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.316695966: (+3170704) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.317894873: (+1198907) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3425  [001] 14790.317900522: (+5649)  sched_switch:         stress:3425 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.317929262: (+28740) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.318927355: (+998093) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.318976318: (+48963) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.319013244: (+36926) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.319055373: (+42129) sched_switch:         stress:3425 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.319091947: (+36574) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.319125133: (+33186) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.319157392: (+32259) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.321538503: (+2381111) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.323560466: (+2021963) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.327981410: (+4420944) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.327986207: (+4797)  sched_switch:         stress:3424 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.328016855: (+30648) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.331939892: (+3923037) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.334422744: (+2482852) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.334429133: (+6389)  sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.336726096: (+2296963) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.336734207: (+8111)  sched_wakeup:         stress:3425 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14790.341525707: (+4791500) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.346284929: (+4759222) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.346295947: (+11018) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3425  [001] 14790.349546466: (+3250519) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.352262077: (+2715611) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.357527170: (+5265093) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.361909355: (+4382185) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.365542373: (+3633018) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.367897910: (+2355537) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.367902114: (+4204)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.367921707: (+19593) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.368588040: (+666333) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.373527058: (+4939018) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.377639947: (+4112889) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.377973040: (+333093) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.377977503: (+4463)  sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.377989614: (+12111) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.378267855: (+278241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.381529206: (+3261351) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.384242540: (+2713334) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.384279188: (+36648) sched_switch:         stress:3425 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.384308540: (+29352) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.384318151: (+9611)  sched_wakeup:         stress:3425 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.389558373: (+5240222) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.393928725: (+4370352) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.397537781: (+3609056) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.400541392: (+3003611) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.405527188: (+4985796) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.409678558: (+4151370) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.413531132: (+3852574) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.416739595: (+3208463) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.417897540: (+1157945) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3425  [001] 14790.417901855: (+4315)  sched_switch:         stress:3425 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.417918262: (+16407) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.418878762: (+960500) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.421546447: (+2667685) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.423767206: (+2220759) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.427974003: (+4206797) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14790.427979354: (+5351)  sched_switch:         stress:3428 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.427998725: (+19371) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.431499540: (+3500815) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.437535132: (+6035592) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.442553836: (+5018704) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.445532836: (+2979000) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.448009558: (+2476722) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.453531577: (+5522019) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.458128706: (+4597129) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.461544780: (+3416074) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.464386280: (+2841500) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.467901077: (+3514797) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14790.467905428: (+4351)  sched_switch:         stress:3428 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.467921132: (+15704) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.470851447: (+2930315) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.473550854: (+2699407) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.475795706: (+2244852) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.477977725: (+2182019) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.477981114: (+3389)  sched_switch:         stress:3424 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.478001484: (+20370) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.479814725: (+1813241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.485533280: (+5718555) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.490298039: (+4764759) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.493543502: (+3245463) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.496246373: (+2702871) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.501532447: (+5286074) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.505933262: (+4400815) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.509550799: (+3617537) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.512556021: (+3005222) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.517536706: (+4980685) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.517904002: (+367296) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.517907873: (+3871)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.517924058: (+16185) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.521699299: (+3775241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.525535910: (+3836611) sched_switch:         stress:3425 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.527979354: (+2443444) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.527984261: (+4907)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14790.528005854: (+21593) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.528757132: (+751278) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.533544687: (+4787555) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.537531002: (+3986315) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.541536002: (+4005000) sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.544391058: (+2855056) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.544395947: (+4889)  sched_switch:         task_client_B.a:3362 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14790.544618317: (+222370) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
    kworker/u8:1-2871  [001] 14790.544627910: (+9593)  sched_switch:         kworker/u8:1:2871 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14790.544716873: (+88963) sched_switch:         kworker/1:1H:91 [100] W ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14790.544736669: (+19796) sched_switch:         kworker/u8:1:2871 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.545222595: (+485926) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.545274928: (+52333) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.545315391: (+40463) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.545344854: (+29463) sched_switch:         stress:3425 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.545370391: (+25537) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.545395261: (+24870) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.545416743: (+21482) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.546760373: (+1343630) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.546769335: (+8962)  sched_switch:         stress:3424 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14790.546791761: (+22426) sched_switch:         kworker/u8:1:2871 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.547910947: (+1119186) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.549096984: (+1186037) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.549099761: (+2777)  sched_switch:         stress:3424 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14790.549135724: (+35963) sched_switch:         kworker/u8:1:2871 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.550127761: (+992037) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.551257132: (+1129371) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.551258447: (+1315)  sched_wakeup:         stress:3425 [120]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.551261650: (+3203)  sched_switch:         stress:3424 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.552200558: (+938908) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.552247502: (+46944) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.552251595: (+4093)  sched_switch:         stress:3431 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14790.552278595: (+27000) sched_switch:         kworker/1:1H:91 [100] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.552317335: (+38740) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.552330502: (+13167) sched_switch:         stress:3425 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.552341873: (+11371) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14790.552347891: (+6018)  sched_wakeup:         stress:3425 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14790.552363891: (+16000) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.552384447: (+20556) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3425 [120]
          stress-3425  [001] 14790.552389021: (+4574)  sched_switch:         stress:3425 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.552395780: (+6759)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3424 [120]
          stress-3424  [001] 14790.554305558: (+1909778) sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
          stress-3424  [001] 14790.554308317: (+2759)  sched_switch:         stress:3424 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14790.554320447: (+12130) sched_switch:         kworker/1:1H:91 [100] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.554324317: (+3870)  sched_wakeup:         kworker/1:1H:91 [100]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.554327335: (+3018)  sched_switch:         task_client_B.a:3362 [120] R ==> kworker/1:1H:91 [100]
    kworker/1:1H-91    [001] 14790.554337410: (+10075) sched_wakeup:         ksoftirqd/1:18 [120]<CANT FIND FIELD success> CPU:001
    kworker/1:1H-91    [001] 14790.554343539: (+6129)  sched_switch:         kworker/1:1H:91 [100] W ==> ksoftirqd/1:18 [120]
     ksoftirqd/1-18    [001] 14790.554357465: (+13926) sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
     ksoftirqd/1-18    [001] 14790.554364410: (+6945)  sched_switch:         ksoftirqd/1:18 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.555301113: (+936703) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.555312243: (+11130) sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14790.555315558: (+3315)  sched_switch:         task_client_B.a:3362 [120] R ==> kworker/u8:1:2871 [120]
    kworker/u8:1-2871  [001] 14790.555338095: (+22537) sched_switch:         kworker/u8:1:2871 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14790.556081317: (+743222) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14790.556087372: (+6055)  sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14790.556091224: (+3852)  sched_switch:         stress:3428 [120] R ==> kworker/u8:1:2871 [120]
