CPU 3 is empty
cpus=4
 task_client_B.a-3362  [001] 14786.320756129:          sched_wakeup:         kworker/u8:1:2871 [120]<CANT FIND FIELD success> CPU:001
           ngrok-555   [002] 14787.618051328: (+23685) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14787.618073513: (+22185) sched_switch:         ngrok:555 [120] S ==> ngrok:517 [120]
           ngrok-517   [002] 14787.618087921: (+14408) sched_switch:         ngrok:517 [120] S ==> task_server.a:3358 [120]
   task_server.a-3358  [002] 14787.619471773: (+1383852) sched_switch:         task_server.a:3358 [120] R ==> stress:3432 [120]
 task_client_A.a-3360  [000] 14787.620427310: (+955537) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
 task_client_B.a-3362  [001] 14787.621390421: (+963111) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.621397606: (+7185)  sched_switch:         task_client_B.a:3362 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14787.621452921: (+55315) sched_switch:         kworker/1:2:2867 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.621464643: (+11722) sched_wakeup:         kworker/1:2:2867 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.621467495: (+2852)  sched_switch:         task_client_B.a:3362 [120] R ==> kworker/1:2:2867 [120]
     kworker/1:2-2867  [001] 14787.621486902: (+19407) sched_switch:         kworker/1:2:2867 [120] W ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.621887513: (+400611) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3432  [002] 14787.625379643: (+3492130) sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
          stress-3426  [000] 14787.625394087: (+14444) sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
          stress-3433  [001] 14787.625395569: (+1482)  sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.627820958: (+2425389) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.627825050: (+4092)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.627844847: (+19797) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.628339754: (+494907) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
 task_client_A.a-3360  [000] 14787.630311791: (+1972037) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3430 [120]
   task_server.a-3358  [002] 14787.631144995: (+833204) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3431  [001] 14787.633374198: (+2229203) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
          stress-3430  [000] 14787.633375939: (+1741)  sched_switch:         stress:3430 [120] R ==> task_client_A.a:3360 [120]
 task_client_A.a-3360  [000] 14787.636464532: (+3088593) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
          stress-3425  [002] 14787.637378754: (+914222) sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
 task_client_B.a-3362  [001] 14787.637580532: (+201778) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.641390013: (+3809481) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
          stress-3429  [000] 14787.641393717: (+3704)  sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
   task_server.a-3358  [002] 14787.643732680: (+2338963) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
 task_client_B.a-3362  [001] 14787.644559661: (+826981) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
 task_client_A.a-3360  [000] 14787.646436384: (+1876723) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
          stress-3424  [002] 14787.649378532: (+2942148) sched_switch:         stress:3424 [120] R ==> task_server.a:3358 [120]
          stress-3433  [001] 14787.649382735: (+4203)  sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
          stress-3426  [000] 14787.649393347: (+10612) sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
 task_client_A.a-3360  [000] 14787.652460828: (+3067481) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3430 [120]
 task_client_B.a-3362  [001] 14787.653403995: (+943167) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
   task_server.a-3358  [002] 14787.655137680: (+1733685) sched_switch:         task_server.a:3358 [120] R ==> stress:3432 [120]
          stress-3430  [000] 14787.657374143: (+2236463) sched_switch:         stress:3430 [120] R ==> task_client_A.a:3360 [120]
          stress-3427  [001] 14787.657374976: (+833)   sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.660689217: (+3314241) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3432  [002] 14787.661375939: (+686722) sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
 task_client_A.a-3360  [000] 14787.662531550: (+1155611) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
          stress-3428  [001] 14787.665385772: (+2854222) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
          stress-3426  [000] 14787.665390643: (+4871)  sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
   task_server.a-3358  [002] 14787.667133550: (+1742907) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-3358  [002] 14787.667138013: (+4463)  sched_switch:         task_server.a:3358 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14787.667177643: (+39630) sched_switch:         ngrok:555 [120] S ==> task_server.a:3358 [120]
 task_client_B.a-3362  [001] 14787.667745735: (+568092) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.667749809: (+4074)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.667766346: (+16537) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
   task_server.a-3358  [002] 14787.668087624: (+321278) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3425  [002] 14787.668221272: (+133648) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3425  [002] 14787.668226254: (+4982)  sched_switch:         stress:3425 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14787.668252291: (+26037) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14787.668270661: (+18370) sched_switch:         ngrok:555 [120] S ==> ngrok:517 [120]
           ngrok-517   [002] 14787.668290032: (+19371) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002] 14787.668302143: (+12111) sched_switch:         ngrok:517 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14787.668328735: (+26592) sched_switch:         ngrok:555 [120] S ==> task_server.a:3358 [120]
 task_client_A.a-3360  [000] 14787.668385717: (+56982) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
   task_server.a-3358  [002] 14787.668516217: (+130500) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
 task_client_B.a-3362  [001] 14787.669322624: (+806407) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3425  [002] 14787.673390106: (+4067482) sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
          stress-3429  [000] 14787.673394291: (+4185)  sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
          stress-3431  [001] 14787.673407698: (+13407) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.676814383: (+3406685) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.677821476: (+1007093) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3433  [001] 14787.677825939: (+4463)  sched_switch:         stress:3433 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.677845643: (+19704) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
   task_server.a-3358  [002] 14787.678475013: (+629370) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
 task_client_B.a-3362  [001] 14787.678683921: (+208908) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
 task_client_A.a-3360  [000] 14787.678729124: (+45203) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
          stress-3424  [002] 14787.681384791: (+2655667) sched_switch:         stress:3424 [120] R ==> task_server.a:3358 [120]
          stress-3433  [001] 14787.681385846: (+1055)  sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
          stress-3426  [000] 14787.681391883: (+6037)  sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
 task_client_B.a-3362  [001] 14787.683636661: (+2244778) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
 task_client_A.a-3360  [000] 14787.684241346: (+604685) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3430 [120]
   task_server.a-3358  [002] 14787.684446439: (+205093) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3425  [002] 14787.684463735: (+17296) sched_switch:         stress:3425 [120] D ==> stress:3432 [120]
          stress-3432  [002] 14787.689375346: (+4911611) sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
          stress-3427  [001] 14787.689375402: (+56)    sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
          stress-3430  [000] 14787.689376920: (+1518)  sched_switch:         stress:3430 [120] R ==> task_client_A.a:3360 [120]
 task_client_B.a-3362  [001] 14787.694165809: (+4788889) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.694179439: (+13630) sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.694186643: (+7204)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.694194513: (+7870)  sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.694205717: (+11204) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
   task_server.a-3358  [002] 14787.694219846: (+14129) sched_wakeup:         stress:3425 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-3358  [002] 14787.694781995: (+562149) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3433  [001] 14787.694792013: (+10018) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
 task_client_A.a-3360  [000] 14787.694924735: (+132722) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
          stress-3433  [001] 14787.697392883: (+2468148) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
          stress-3429  [000] 14787.697393328: (+445)   sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
          stress-3425  [002] 14787.697393346: (+18)    sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
 task_client_A.a-3360  [000] 14787.700030809: (+2637463) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
 task_client_B.a-3362  [001] 14787.700101291: (+70482) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.700107883: (+6592)  sched_switch:         stress:3428 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.700117032: (+9149)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.700128013: (+10981) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.700135254: (+7241)  sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
   task_server.a-3358  [002] 14787.700285013: (+149759) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
          stress-3427  [001] 14787.705380235: (+5095222) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
          stress-3424  [002] 14787.705380402: (+167)   sched_switch:         stress:3424 [120] R ==> task_server.a:3358 [120]
          stress-3426  [000] 14787.705397457: (+17055) sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
 task_client_B.a-3362  [001] 14787.709928420: (+4530963) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
   task_server.a-3358  [002] 14787.710820957: (+892537) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3427  [001] 14787.710836013: (+15056) sched_wakeup:         stress:3428 [120]<CANT FIND FIELD success> CPU:001
          stress-3427  [001] 14787.710839013: (+3000)  sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
          stress-3425  [002] 14787.710851457: (+12444) sched_switch:         stress:3425 [120] D ==> stress:3432 [120]
 task_client_A.a-3360  [000] 14787.711040198: (+188741) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
 task_client_B.a-3362  [001] 14787.711655217: (+615019) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3428  [001] 14787.711665161: (+9944)  sched_wakeup:         stress:3431 [120]<CANT FIND FIELD success> CPU:001
          stress-3432  [002] 14787.713392161: (+1727000) sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
          stress-3429  [000] 14787.713411161: (+19000) sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
 task_client_A.a-3360  [000] 14787.715833031: (+2421870) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3430 [120]
   task_server.a-3358  [002] 14787.716101013: (+267982) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
          stress-3428  [001] 14787.717380013: (+1279000) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
          stress-3424  [002] 14787.717383698: (+3685)  sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3424  [002] 14787.717387976: (+4278)  sched_switch:         stress:3424 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14787.717426031: (+38055) sched_switch:         ngrok:555 [120] S ==> task_server.a:3358 [120]
 task_client_B.a-3362  [001] 14787.717748457: (+322426) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.717752439: (+3982)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.717768365: (+15926) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
   task_server.a-3358  [002] 14787.718469291: (+700926) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-3358  [002] 14787.718473309: (+4018)  sched_switch:         task_server.a:3358 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14787.718495050: (+21741) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14787.718516383: (+21333) sched_switch:         ngrok:555 [120] S ==> ngrok:517 [120]
           ngrok-517   [002] 14787.718531161: (+14778) sched_switch:         ngrok:517 [120] S ==> task_server.a:3358 [120]
   task_server.a-3358  [002] 14787.718760106: (+228945) sched_switch:         task_server.a:3358 [120] R ==> stress:3432 [120]
          stress-3430  [000] 14787.721378031: (+2617925) sched_switch:         stress:3430 [120] R ==> task_client_A.a:3360 [120]
          stress-3432  [002] 14787.721378976: (+945)   sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
 task_client_B.a-3362  [001] 14787.722898643: (+1519667) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.722907661: (+9018)  sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
   task_server.a-3358  [002] 14787.724256087: (+1348426) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
          stress-3431  [001] 14787.725381198: (+1125111) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
 task_client_A.a-3360  [000] 14787.726891994: (+1510796) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
 task_client_B.a-3362  [001] 14787.727390013: (+498019) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.727827050: (+437037) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3431  [001] 14787.727835476: (+8426)  sched_switch:         stress:3431 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.727856865: (+21389) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.728204865: (+348000) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3424  [002] 14787.728221494: (+16629) sched_wakeup:         stress:3425 [120]<CANT FIND FIELD success> CPU:002
          stress-3424  [002] 14787.728224754: (+3260)  sched_switch:         stress:3424 [120] R ==> task_server.a:3358 [120]
          stress-3433  [001] 14787.728253161: (+28407) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.728288883: (+35722) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.728293976: (+5093)  sched_wakeup:         stress:3433 [120]<CANT FIND FIELD success> CPU:001
          stress-3429  [000] 14787.729395402: (+1101426) sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
 task_client_A.a-3360  [000] 14787.731843791: (+2448389) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
   task_server.a-3358  [002] 14787.732570754: (+726963) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3431  [001] 14787.733393494: (+822740) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
          stress-3425  [002] 14787.737390587: (+3997093) sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
          stress-3426  [000] 14787.737394976: (+4389)  sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
 task_client_B.a-3362  [001] 14787.737498439: (+103463) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.741382254: (+3883815) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
   task_server.a-3358  [002] 14787.742283735: (+901481) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
 task_client_A.a-3360  [000] 14787.742873698: (+589963) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
 task_client_B.a-3362  [001] 14787.744508180: (+1634482) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3429  [000] 14787.745399846: (+891666) sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
          stress-3425  [002] 14787.745406605: (+6759)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3425  [002] 14787.745416291: (+9686)  sched_switch:         stress:3425 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14787.745445087: (+28796) sched_switch:         kworker/2:1:3243 [120] W ==> task_server.a:3358 [120]
 task_client_A.a-3360  [000] 14787.747900865: (+2455778) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3430 [120]
   task_server.a-3358  [002] 14787.748691513: (+790648) sched_switch:         task_server.a:3358 [120] R ==> stress:3432 [120]
          stress-3428  [001] 14787.749384031: (+692518) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.753319883: (+3935852) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3432  [002] 14787.753379031: (+59148) sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
          stress-3430  [000] 14787.753379624: (+593)   sched_switch:         stress:3430 [120] R ==> task_client_A.a:3360 [120]
          stress-3433  [001] 14787.757380957: (+4001333) sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
   task_server.a-3358  [002] 14787.758408605: (+1027648) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
 task_client_A.a-3360  [000] 14787.758963050: (+554445) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
 task_client_B.a-3362  [001] 14787.760688920: (+1725870) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3425  [002] 14787.761395587: (+706667) sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
          stress-3429  [000] 14787.761395920: (+333)   sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
 task_client_A.a-3360  [000] 14787.763895272: (+2499352) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
   task_server.a-3358  [002] 14787.764463272: (+568000) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
          stress-3431  [001] 14787.765390605: (+927333) sched_switch:         stress:3431 [120] R ==> task_client_B.a:3362 [120]
          stress-3424  [002] 14787.767577883: (+2187278) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
          stress-3424  [002] 14787.767587124: (+9241)  sched_switch:         stress:3424 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14787.767646605: (+59481) sched_switch:         ngrok:555 [120] S ==> task_server.a:3358 [120]
 task_client_B.a-3362  [001] 14787.767756087: (+109482) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
 task_client_B.a-3362  [001] 14787.767763716: (+7629)  sched_switch:         task_client_B.a:3362 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.767784679: (+20963) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
   task_server.a-3358  [002] 14787.768686402: (+901723) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-3358  [002] 14787.768691994: (+5592)  sched_switch:         task_server.a:3358 [120] R ==> ngrok:555 [120]
           ngrok-555   [002] 14787.768732716: (+40722) sched_wakeup:         ngrok:517 [120]<CANT FIND FIELD success> CPU:002
           ngrok-555   [002] 14787.768767291: (+34575) sched_switch:         ngrok:555 [120] S ==> ngrok:517 [120]
           ngrok-517   [002] 14787.768797216: (+29925) sched_wakeup:         ngrok:555 [120]<CANT FIND FIELD success> CPU:002
           ngrok-517   [002] 14787.768818957: (+21741) sched_switch:         ngrok:517 [120] S ==> ngrok:555 [120]
           ngrok-555   [002] 14787.768853216: (+34259) sched_switch:         ngrok:555 [120] S ==> task_server.a:3358 [120]
 task_client_B.a-3362  [001] 14787.769251328: (+398112) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
          stress-3426  [000] 14787.769398216: (+146888) sched_switch:         stress:3426 [120] R ==> task_client_A.a:3360 [120]
   task_server.a-3358  [002] 14787.771095439: (+1697223) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
          stress-3427  [001] 14787.773380716: (+2285277) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
          stress-3425  [002] 14787.773385957: (+5241)  sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
 task_client_A.a-3360  [000] 14787.775150494: (+1764537) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3429 [120]
   task_server.a-3358  [002] 14787.775905531: (+755037) sched_switch:         task_server.a:3358 [120] R ==> stress:3432 [120]
 task_client_B.a-3362  [001] 14787.776759383: (+853852) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
          stress-3432  [002] 14787.777404679: (+645296) sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
          stress-3432  [002] 14787.777416031: (+11352) sched_switch:         stress:3432 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14787.777442031: (+26000) sched_switch:         kworker/2:1:3243 [120] D ==> task_server.a:3358 [120]
   task_server.a-3358  [002] 14787.777449642: (+7611)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-3358  [002] 14787.777453328: (+3686)  sched_switch:         task_server.a:3358 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14787.777465328: (+12000) sched_switch:         kworker/2:1:3243 [120] D ==> task_server.a:3358 [120]
   task_server.a-3358  [002] 14787.777471772: (+6444)  sched_wakeup:         kworker/2:1:3243 [120]<CANT FIND FIELD success> CPU:002
   task_server.a-3358  [002] 14787.777474198: (+2426)  sched_switch:         task_server.a:3358 [120] R ==> kworker/2:1:3243 [120]
     kworker/2:1-3243  [002] 14787.777487865: (+13667) sched_switch:         kworker/2:1:3243 [120] W ==> task_server.a:3358 [120]
          stress-3428  [001] 14787.777839031: (+351166) sched_wakeup:         ngrok:515 [120]<CANT FIND FIELD success> CPU:001
          stress-3428  [001] 14787.777847957: (+8926)  sched_switch:         stress:3428 [120] R ==> ngrok:515 [120]
           ngrok-515   [001] 14787.777875383: (+27426) sched_switch:         ngrok:515 [120] S ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.778758309: (+882926) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
   task_server.a-3358  [002] 14787.778984013: (+225704) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
          stress-3424  [002] 14787.781398642: (+2414629) sched_switch:         stress:3424 [120] R ==> task_server.a:3358 [120]
          stress-3433  [001] 14787.781398790: (+148)   sched_switch:         stress:3433 [120] R ==> task_client_B.a:3362 [120]
          stress-3429  [000] 14787.781402772: (+3982)  sched_switch:         stress:3429 [120] R ==> task_client_A.a:3360 [120]
 task_client_B.a-3362  [001] 14787.783559568: (+2156796) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3428 [120]
   task_server.a-3358  [002] 14787.784105235: (+545667) sched_switch:         task_server.a:3358 [120] R ==> stress:3425 [120]
 task_client_A.a-3360  [000] 14787.787993587: (+3888352) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3430 [120]
          stress-3428  [001] 14787.789384068: (+1390481) sched_switch:         stress:3428 [120] R ==> task_client_B.a:3362 [120]
          stress-3425  [002] 14787.789386383: (+2315)  sched_switch:         stress:3425 [120] R ==> task_server.a:3358 [120]
          stress-3430  [000] 14787.793382272: (+3995889) sched_switch:         stress:3430 [120] R ==> task_client_A.a:3360 [120]
 task_client_B.a-3362  [001] 14787.794171679: (+789407) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3431 [120]
          stress-3431  [001] 14787.794184068: (+12389) sched_switch:         stress:3431 [120] D ==> task_client_B.a:3362 [120]
 task_client_B.a-3362  [001] 14787.794196142: (+12074) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3427 [120]
   task_server.a-3358  [002] 14787.794955439: (+759297) sched_switch:         task_server.a:3358 [120] R ==> stress:3432 [120]
          stress-3432  [002] 14787.797382864: (+2427425) sched_switch:         stress:3432 [120] R ==> task_server.a:3358 [120]
          stress-3427  [001] 14787.797398587: (+15723) sched_switch:         stress:3427 [120] R ==> task_client_B.a:3362 [120]
 task_client_A.a-3360  [000] 14787.799148920: (+1750333) sched_switch:         task_client_A.a:3360 [120] R ==> stress:3426 [120]
   task_server.a-3358  [002] 14787.800083235: (+934315) sched_switch:         task_server.a:3358 [120] R ==> stress:3424 [120]
 task_client_B.a-3362  [001] 14787.800119087: (+35852) sched_switch:         task_client_B.a:3362 [120] R ==> stress:3433 [120]
          stress-3433  [001] 14787.800171624: (+52537) sched_switch:         stress:3433 [120] D ==> task_client_B.a:3362 [120]
